"CubeId";"devkum"
"PublishingDate";"2022-11-01 14:30"

"Date";"D0";"D1";"Value"
"1927-10";"M0";"KRW100";
"1927-10";"M0";"MYR100";
"1927-10";"M0";"NZD1";
"1927-10";"M0";"SGD1";
"1927-10";"M0";"THB100";
"1927-11";"M0";"EUR1";
"1927-11";"M0";"GBP1";"25.27"
"1927-11";"M0";"DKK100";
"1927-11";"M0";"NOK100";
"1927-11";"M0";"CZK100";
"1927-11";"M0";"HUF100";
"1927-11";"M0";"PLN100";
"1927-11";"M0";"RUB1";
"1927-11";"M0";"SEK100";
"1927-11";"M0";"TRY100";
"1927-11";"M0";"USD1";"5.185"
"1927-11";"M0";"CAD1";
"1927-11";"M0";"ARS1";
"1927-11";"M0";"BRL100";
"1927-11";"M0";"MXN100";
"1927-11";"M0";"ZAR1";
"1927-11";"M0";"JPY100";
"1927-11";"M0";"AUD1";
"1927-11";"M0";"CNY100";
"1927-11";"M0";"HKD100";
"1927-11";"M0";"KRW100";
"1927-11";"M0";"MYR100";
"1927-11";"M0";"NZD1";
"1927-11";"M0";"SGD1";
"1927-11";"M0";"THB100";
"1927-12";"M0";"EUR1";
"1927-12";"M0";"GBP1";"25.28"
"1927-12";"M0";"DKK100";
"1927-12";"M0";"NOK100";
"1927-12";"M0";"CZK100";
"1927-12";"M0";"HUF100";
"1927-12";"M0";"PLN100";
"1927-12";"M0";"RUB1";
"1927-12";"M0";"SEK100";
"1927-12";"M0";"TRY100";
"1927-12";"M0";"USD1";"5.177"
"1927-12";"M0";"CAD1";
"1927-12";"M0";"ARS1";
"1927-12";"M0";"BRL100";
"1927-12";"M0";"MXN100";
"1927-12";"M0";"ZAR1";
"1927-12";"M0";"JPY100";
"1927-12";"M0";"AUD1";
"1927-12";"M0";"CNY100";
"1927-12";"M0";"HKD100";
"1927-12";"M0";"KRW100";
"1927-12";"M0";"MYR100";
"1927-12";"M0";"NZD1";
"1927-12";"M0";"SGD1";
"1927-12";"M0";"THB100";
"1928-01";"M0";"EUR1";
"1928-01";"M0";"GBP1";"25.3"
"1928-01";"M0";"DKK100";
"1928-01";"M0";"NOK100";
"1928-01";"M0";"CZK100";
"1928-01";"M0";"HUF100";
"1928-01";"M0";"PLN100";
"1928-01";"M0";"RUB1";
"1928-01";"M0";"SEK100";
"1928-01";"M0";"TRY100";
"1928-01";"M0";"USD1";"5.189"
"1928-01";"M0";"CAD1";
"1928-01";"M0";"ARS1";
"1928-01";"M0";"BRL100";
"1928-01";"M0";"MXN100";
"1928-01";"M0";"ZAR1";
"1928-01";"M0";"JPY100";
"1928-01";"M0";"AUD1";
"1928-01";"M0";"CNY100";
"1928-01";"M0";"HKD100";
"1928-01";"M0";"KRW100";
"1928-01";"M0";"MYR100";
"1928-01";"M0";"NZD1";
"1928-01";"M0";"SGD1";
"1928-01";"M0";"THB100";
"1928-02";"M0";"EUR1";
"1928-02";"M0";"GBP1";"25.345"
"1928-02";"M0";"DKK100";
"1928-02";"M0";"NOK100";
"1928-02";"M0";"CZK100";
"1928-02";"M0";"HUF100";
"1928-02";"M0";"PLN100";
"1928-02";"M0";"RUB1";
"1928-02";"M0";"SEK100";
"1928-02";"M0";"TRY100";
"1928-02";"M0";"USD1";"5.197"
"1928-02";"M0";"CAD1";
"1928-02";"M0";"ARS1";
"1928-02";"M0";"BRL100";
"1928-02";"M0";"MXN100";
"1928-02";"M0";"ZAR1";
"1928-02";"M0";"JPY100";
"1928-02";"M0";"AUD1";
"1928-02";"M0";"CNY100";
"1928-02";"M0";"HKD100";
"1928-02";"M0";"KRW100";
"1928-02";"M0";"MYR100";
"1928-02";"M0";"NZD1";
"1928-02";"M0";"SGD1";
"1928-02";"M0";"THB100";
"1928-03";"M0";"EUR1";
"1928-03";"M0";"GBP1";"25.34"
"1928-03";"M0";"DKK100";
"1928-03";"M0";"NOK100";
"1928-03";"M0";"CZK100";
"1928-03";"M0";"HUF100";
"1928-03";"M0";"PLN100";
"1928-03";"M0";"RUB1";
"1928-03";"M0";"SEK100";
"1928-03";"M0";"TRY100";
"1928-03";"M0";"USD1";"5.192"
"1928-03";"M0";"CAD1";
"1928-03";"M0";"ARS1";
"1928-03";"M0";"BRL100";
"1928-03";"M0";"MXN100";
"1928-03";"M0";"ZAR1";
"1928-03";"M0";"JPY100";
"1928-03";"M0";"AUD1";
"1928-03";"M0";"CNY100";
"1928-03";"M0";"HKD100";
"1928-03";"M0";"KRW100";
"1928-03";"M0";"MYR100";
"1928-03";"M0";"NZD1";
"1928-03";"M0";"SGD1";
"1928-03";"M0";"THB100";
"1928-04";"M0";"EUR1";
"1928-04";"M0";"GBP1";"25.331"
"1928-04";"M0";"DKK100";
"1928-04";"M0";"NOK100";
"1928-04";"M0";"CZK100";
"1928-04";"M0";"HUF100";
"1928-04";"M0";"PLN100";
"1928-04";"M0";"RUB1";
"1928-04";"M0";"SEK100";
"1928-04";"M0";"TRY100";
"1928-04";"M0";"USD1";"5.188"
"1928-04";"M0";"CAD1";
"1928-04";"M0";"ARS1";
"1928-04";"M0";"BRL100";
"1928-04";"M0";"MXN100";
"1928-04";"M0";"ZAR1";
"1928-04";"M0";"JPY100";
"1928-04";"M0";"AUD1";
"1928-04";"M0";"CNY100";
"1928-04";"M0";"HKD100";
"1928-04";"M0";"KRW100";
"1928-04";"M0";"MYR100";
"1928-04";"M0";"NZD1";
"1928-04";"M0";"SGD1";
"1928-04";"M0";"THB100";
"1928-05";"M0";"EUR1";
"1928-05";"M0";"GBP1";"25.327"
"1928-05";"M0";"DKK100";
"1928-05";"M0";"NOK100";
"1928-05";"M0";"CZK100";
"1928-05";"M0";"HUF100";
"1928-05";"M0";"PLN100";
"1928-05";"M0";"RUB1";
"1928-05";"M0";"SEK100";
"1928-05";"M0";"TRY100";
"1928-05";"M0";"USD1";"5.188"
"1928-05";"M0";"CAD1";
"1928-05";"M0";"ARS1";
"1928-05";"M0";"BRL100";
"1928-05";"M0";"MXN100";
"1928-05";"M0";"ZAR1";
"1928-05";"M0";"JPY100";
"1928-05";"M0";"AUD1";
"1928-05";"M0";"CNY100";
"1928-05";"M0";"HKD100";
"1928-05";"M0";"KRW100";
"1928-05";"M0";"MYR100";
"1928-05";"M0";"NZD1";
"1928-05";"M0";"SGD1";
"1928-05";"M0";"THB100";
"1928-06";"M0";"EUR1";
"1928-06";"M0";"GBP1";"25.317"
"1928-06";"M0";"DKK100";
"1928-06";"M0";"NOK100";
"1928-06";"M0";"CZK100";
"1928-06";"M0";"HUF100";
"1928-06";"M0";"PLN100";
"1928-06";"M0";"RUB1";
"1928-06";"M0";"SEK100";
"1928-06";"M0";"TRY100";
"1928-06";"M0";"USD1";"5.187"
"1928-06";"M0";"CAD1";
"1928-06";"M0";"ARS1";
"1928-06";"M0";"BRL100";
"1928-06";"M0";"MXN100";
"1928-06";"M0";"ZAR1";
"1928-06";"M0";"JPY100";
"1928-06";"M0";"AUD1";
"1928-06";"M0";"CNY100";
"1928-06";"M0";"HKD100";
"1928-06";"M0";"KRW100";
"1928-06";"M0";"MYR100";
"1928-06";"M0";"NZD1";
"1928-06";"M0";"SGD1";
"1928-06";"M0";"THB100";
"1928-07";"M0";"EUR1";
"1928-07";"M0";"GBP1";"25.254"
"1928-07";"M0";"DKK100";
"1928-07";"M0";"NOK100";
"1928-07";"M0";"CZK100";
"1928-07";"M0";"HUF100";
"1928-07";"M0";"PLN100";
"1928-07";"M0";"RUB1";
"1928-07";"M0";"SEK100";
"1928-07";"M0";"TRY100";
"1928-07";"M0";"USD1";"5.191"
"1928-07";"M0";"CAD1";
"1928-07";"M0";"ARS1";
"1928-07";"M0";"BRL100";
"1928-07";"M0";"MXN100";
"1928-07";"M0";"ZAR1";
"1928-07";"M0";"JPY100";
"1928-07";"M0";"AUD1";
"1928-07";"M0";"CNY100";
"1928-07";"M0";"HKD100";
"1928-07";"M0";"KRW100";
"1928-07";"M0";"MYR100";
"1928-07";"M0";"NZD1";
"1928-07";"M0";"SGD1";
"1928-07";"M0";"THB100";
"1928-08";"M0";"EUR1";
"1928-08";"M0";"GBP1";"25.211"
"1928-08";"M0";"DKK100";
"1928-08";"M0";"NOK100";
"1928-08";"M0";"CZK100";
"1928-08";"M0";"HUF100";
"1928-08";"M0";"PLN100";
"1928-08";"M0";"RUB1";
"1928-08";"M0";"SEK100";
"1928-08";"M0";"TRY100";
"1928-08";"M0";"USD1";"5.194"
"1928-08";"M0";"CAD1";
"1928-08";"M0";"ARS1";
"1928-08";"M0";"BRL100";
"1928-08";"M0";"MXN100";
"1928-08";"M0";"ZAR1";
"1928-08";"M0";"JPY100";
"1928-08";"M0";"AUD1";
"1928-08";"M0";"CNY100";
"1928-08";"M0";"HKD100";
"1928-08";"M0";"KRW100";
"1928-08";"M0";"MYR100";
"1928-08";"M0";"NZD1";
"1928-08";"M0";"SGD1";
"1928-08";"M0";"THB100";
"1928-09";"M0";"EUR1";
"1928-09";"M0";"GBP1";"25.2"
"1928-09";"M0";"DKK100";
"1928-09";"M0";"NOK100";
"1928-09";"M0";"CZK100";
"1928-09";"M0";"HUF100";
"1928-09";"M0";"PLN100";
"1928-09";"M0";"RUB1";
"1928-09";"M0";"SEK100";
"1928-09";"M0";"TRY100";
"1928-09";"M0";"USD1";"5.195"
"1928-09";"M0";"CAD1";
"1928-09";"M0";"ARS1";
"1928-09";"M0";"BRL100";
"1928-09";"M0";"MXN100";
"1928-09";"M0";"ZAR1";
"1928-09";"M0";"JPY100";
"1928-09";"M0";"AUD1";
"1928-09";"M0";"CNY100";
"1928-09";"M0";"HKD100";
"1928-09";"M0";"KRW100";
"1928-09";"M0";"MYR100";
"1928-09";"M0";"NZD1";
"1928-09";"M0";"SGD1";
"1928-09";"M0";"THB100";
"1928-10";"M0";"EUR1";
"1928-10";"M0";"GBP1";"25.199"
"1928-10";"M0";"DKK100";
"1928-10";"M0";"NOK100";
"1928-10";"M0";"CZK100";
"1928-10";"M0";"HUF100";
"1928-10";"M0";"PLN100";
"1928-10";"M0";"RUB1";
"1928-10";"M0";"SEK100";
"1928-10";"M0";"TRY100";
"1928-10";"M0";"USD1";"5.196"
"1928-10";"M0";"CAD1";
"1928-10";"M0";"ARS1";
"1928-10";"M0";"BRL100";
"1928-10";"M0";"MXN100";
"1928-10";"M0";"ZAR1";
"1928-10";"M0";"JPY100";
"1928-10";"M0";"AUD1";
"1928-10";"M0";"CNY100";
"1928-10";"M0";"HKD100";
"1928-10";"M0";"KRW100";
"1928-10";"M0";"MYR100";
"1928-10";"M0";"NZD1";
"1928-10";"M0";"SGD1";
"1928-10";"M0";"THB100";
"1928-11";"M0";"EUR1";
"1928-11";"M0";"GBP1";"25.19"
"1928-11";"M0";"DKK100";
"1928-11";"M0";"NOK100";
"1928-11";"M0";"CZK100";
"1928-11";"M0";"HUF100";
"1928-11";"M0";"PLN100";
"1928-11";"M0";"RUB1";
"1928-11";"M0";"SEK100";
"1928-11";"M0";"TRY100";
"1928-11";"M0";"USD1";"5.194"
"1928-11";"M0";"CAD1";
"1928-11";"M0";"ARS1";
"1928-11";"M0";"BRL100";
"1928-11";"M0";"MXN100";
"1928-11";"M0";"ZAR1";
"1928-11";"M0";"JPY100";
"1928-11";"M0";"AUD1";
"1928-11";"M0";"CNY100";
"1928-11";"M0";"HKD100";
"1928-11";"M0";"KRW100";
"1928-11";"M0";"MYR100";
"1928-11";"M0";"NZD1";
"1928-11";"M0";"SGD1";
"1928-11";"M0";"THB100";
"1928-12";"M0";"EUR1";
"1928-12";"M0";"GBP1";"25.178"
"1928-12";"M0";"DKK100";
"1928-12";"M0";"NOK100";
"1928-12";"M0";"CZK100";
"1928-12";"M0";"HUF100";
"1928-12";"M0";"PLN100";
"1928-12";"M0";"RUB1";
"1928-12";"M0";"SEK100";
"1928-12";"M0";"TRY100";
"1928-12";"M0";"USD1";"5.188"
"1928-12";"M0";"CAD1";
"1928-12";"M0";"ARS1";
"1928-12";"M0";"BRL100";
"1928-12";"M0";"MXN100";
"1928-12";"M0";"ZAR1";
"1928-12";"M0";"JPY100";
"1928-12";"M0";"AUD1";
"1928-12";"M0";"CNY100";
"1928-12";"M0";"HKD100";
"1928-12";"M0";"KRW100";
"1928-12";"M0";"MYR100";
"1928-12";"M0";"NZD1";
"1928-12";"M0";"SGD1";
"1928-12";"M0";"THB100";
"1929-01";"M0";"EUR1";
"1929-01";"M0";"GBP1";"25.207"
"1929-01";"M0";"DKK100";
"1929-01";"M0";"NOK100";
"1929-01";"M0";"CZK100";
"1929-01";"M0";"HUF100";
"1929-01";"M0";"PLN100";
"1929-01";"M0";"RUB1";
"1929-01";"M0";"SEK100";
"1929-01";"M0";"TRY100";
"1929-01";"M0";"USD1";"5.197"
"1929-01";"M0";"CAD1";
"1929-01";"M0";"ARS1";
"1929-01";"M0";"BRL100";
"1929-01";"M0";"MXN100";
"1929-01";"M0";"ZAR1";
"1929-01";"M0";"JPY100";
"1929-01";"M0";"AUD1";
"1929-01";"M0";"CNY100";
"1929-01";"M0";"HKD100";
"1929-01";"M0";"KRW100";
"1929-01";"M0";"MYR100";
"1929-01";"M0";"NZD1";
"1929-01";"M0";"SGD1";
"1929-01";"M0";"THB100";
"1929-02";"M0";"EUR1";
"1929-02";"M0";"GBP1";"25.23"
"1929-02";"M0";"DKK100";
"1929-02";"M0";"NOK100";
"1929-02";"M0";"CZK100";
"1929-02";"M0";"HUF100";
"1929-02";"M0";"PLN100";
"1929-02";"M0";"RUB1";
"1929-02";"M0";"SEK100";
"1929-02";"M0";"TRY100";
"1929-02";"M0";"USD1";"5.199"
"1929-02";"M0";"CAD1";
"1929-02";"M0";"ARS1";
"1929-02";"M0";"BRL100";
"1929-02";"M0";"MXN100";
"1929-02";"M0";"ZAR1";
"1929-02";"M0";"JPY100";
"1929-02";"M0";"AUD1";
"1929-02";"M0";"CNY100";
"1929-02";"M0";"HKD100";
"1929-02";"M0";"KRW100";
"1929-02";"M0";"MYR100";
"1929-02";"M0";"NZD1";
"1929-02";"M0";"SGD1";
"1929-02";"M0";"THB100";
"1929-03";"M0";"EUR1";
"1929-03";"M0";"GBP1";"25.23"
"1929-03";"M0";"DKK100";
"1929-03";"M0";"NOK100";
"1929-03";"M0";"CZK100";
"1929-03";"M0";"HUF100";
"1929-03";"M0";"PLN100";
"1929-03";"M0";"RUB1";
"1929-03";"M0";"SEK100";
"1929-03";"M0";"TRY100";
"1929-03";"M0";"USD1";"5.199"
"1929-03";"M0";"CAD1";
"1929-03";"M0";"ARS1";
"1929-03";"M0";"BRL100";
"1929-03";"M0";"MXN100";
"1929-03";"M0";"ZAR1";
"1929-03";"M0";"JPY100";
"1929-03";"M0";"AUD1";
"1929-03";"M0";"CNY100";
"1929-03";"M0";"HKD100";
"1929-03";"M0";"KRW100";
"1929-03";"M0";"MYR100";
"1929-03";"M0";"NZD1";
"1929-03";"M0";"SGD1";
"1929-03";"M0";"THB100";
"1929-04";"M0";"EUR1";
"1929-04";"M0";"GBP1";"25.214"
"1929-04";"M0";"DKK100";
"1929-04";"M0";"NOK100";
"1929-04";"M0";"CZK100";
"1929-04";"M0";"HUF100";
"1929-04";"M0";"PLN100";
"1929-04";"M0";"RUB1";
"1929-04";"M0";"SEK100";
"1929-04";"M0";"TRY100";
"1929-04";"M0";"USD1";"5.195"
"1929-04";"M0";"CAD1";
"1929-04";"M0";"ARS1";
"1929-04";"M0";"BRL100";
"1929-04";"M0";"MXN100";
"1929-04";"M0";"ZAR1";
"1929-04";"M0";"JPY100";
"1929-04";"M0";"AUD1";
"1929-04";"M0";"CNY100";
"1929-04";"M0";"HKD100";
"1929-04";"M0";"KRW100";
"1929-04";"M0";"MYR100";
"1929-04";"M0";"NZD1";
"1929-04";"M0";"SGD1";
"1929-04";"M0";"THB100";
"1929-05";"M0";"EUR1";
"1929-05";"M0";"GBP1";"25.19"
"1929-05";"M0";"DKK100";
"1929-05";"M0";"NOK100";
"1929-05";"M0";"CZK100";
"1929-05";"M0";"HUF100";
"1929-05";"M0";"PLN100";
"1929-05";"M0";"RUB1";
"1929-05";"M0";"SEK100";
"1929-05";"M0";"TRY100";
"1929-05";"M0";"USD1";"5.193"
"1929-05";"M0";"CAD1";
"1929-05";"M0";"ARS1";
"1929-05";"M0";"BRL100";
"1929-05";"M0";"MXN100";
"1929-05";"M0";"ZAR1";
"1929-05";"M0";"JPY100";
"1929-05";"M0";"AUD1";
"1929-05";"M0";"CNY100";
"1929-05";"M0";"HKD100";
"1929-05";"M0";"KRW100";
"1929-05";"M0";"MYR100";
"1929-05";"M0";"NZD1";
"1929-05";"M0";"SGD1";
"1929-05";"M0";"THB100";
"1929-06";"M0";"EUR1";
"1929-06";"M0";"GBP1";"25.197"
"1929-06";"M0";"DKK100";
"1929-06";"M0";"NOK100";
"1929-06";"M0";"CZK100";
"1929-06";"M0";"HUF100";
"1929-06";"M0";"PLN100";
"1929-06";"M0";"RUB1";
"1929-06";"M0";"SEK100";
"1929-06";"M0";"TRY100";
"1929-06";"M0";"USD1";"5.197"
"1929-06";"M0";"CAD1";
"1929-06";"M0";"ARS1";
"1929-06";"M0";"BRL100";
"1929-06";"M0";"MXN100";
"1929-06";"M0";"ZAR1";
"1929-06";"M0";"JPY100";
"1929-06";"M0";"AUD1";
"1929-06";"M0";"CNY100";
"1929-06";"M0";"HKD100";
"1929-06";"M0";"KRW100";
"1929-06";"M0";"MYR100";
"1929-06";"M0";"NZD1";
"1929-06";"M0";"SGD1";
"1929-06";"M0";"THB100";
"1929-07";"M0";"EUR1";
"1929-07";"M0";"GBP1";"25.218"
"1929-07";"M0";"DKK100";
"1929-07";"M0";"NOK100";
"1929-07";"M0";"CZK100";
"1929-07";"M0";"HUF100";
"1929-07";"M0";"PLN100";
"1929-07";"M0";"RUB1";
"1929-07";"M0";"SEK100";
"1929-07";"M0";"TRY100";
"1929-07";"M0";"USD1";"5.198"
"1929-07";"M0";"CAD1";
"1929-07";"M0";"ARS1";
"1929-07";"M0";"BRL100";
"1929-07";"M0";"MXN100";
"1929-07";"M0";"ZAR1";
"1929-07";"M0";"JPY100";
"1929-07";"M0";"AUD1";
"1929-07";"M0";"CNY100";
"1929-07";"M0";"HKD100";
"1929-07";"M0";"KRW100";
"1929-07";"M0";"MYR100";
"1929-07";"M0";"NZD1";
"1929-07";"M0";"SGD1";
"1929-07";"M0";"THB100";
"1929-08";"M0";"EUR1";
"1929-08";"M0";"GBP1";"25.202"
"1929-08";"M0";"DKK100";
"1929-08";"M0";"NOK100";
"1929-08";"M0";"CZK100";
"1929-08";"M0";"HUF100";
"1929-08";"M0";"PLN100";
"1929-08";"M0";"RUB1";
"1929-08";"M0";"SEK100";
"1929-08";"M0";"TRY100";
"1929-08";"M0";"USD1";"5.198"
"1929-08";"M0";"CAD1";
"1929-08";"M0";"ARS1";
"1929-08";"M0";"BRL100";
"1929-08";"M0";"MXN100";
"1929-08";"M0";"ZAR1";
"1929-08";"M0";"JPY100";
"1929-08";"M0";"AUD1";
"1929-08";"M0";"CNY100";
"1929-08";"M0";"HKD100";
"1929-08";"M0";"KRW100";
"1929-08";"M0";"MYR100";
"1929-08";"M0";"NZD1";
"1929-08";"M0";"SGD1";
"1929-08";"M0";"THB100";
"1929-09";"M0";"EUR1";
"1929-09";"M0";"GBP1";"25.164"
"1929-09";"M0";"DKK100";
"1929-09";"M0";"NOK100";
"1929-09";"M0";"CZK100";
"1929-09";"M0";"HUF100";
"1929-09";"M0";"PLN100";
"1929-09";"M0";"RUB1";
"1929-09";"M0";"SEK100";
"1929-09";"M0";"TRY100";
"1929-09";"M0";"USD1";"5.191"
"1929-09";"M0";"CAD1";
"1929-09";"M0";"ARS1";
"1929-09";"M0";"BRL100";
"1929-09";"M0";"MXN100";
"1929-09";"M0";"ZAR1";
"1929-09";"M0";"JPY100";
"1929-09";"M0";"AUD1";
"1929-09";"M0";"CNY100";
"1929-09";"M0";"HKD100";
"1929-09";"M0";"KRW100";
"1929-09";"M0";"MYR100";
"1929-09";"M0";"NZD1";
"1929-09";"M0";"SGD1";
"1929-09";"M0";"THB100";
"1929-10";"M0";"EUR1";
"1929-10";"M0";"GBP1";"25.175"
"1929-10";"M0";"DKK100";
"1929-10";"M0";"NOK100";
"1929-10";"M0";"CZK100";
"1929-10";"M0";"HUF100";
"1929-10";"M0";"PLN100";
"1929-10";"M0";"RUB1";
"1929-10";"M0";"SEK100";
"1929-10";"M0";"TRY100";
"1929-10";"M0";"USD1";"5.17"
"1929-10";"M0";"CAD1";
"1929-10";"M0";"ARS1";
"1929-10";"M0";"BRL100";
"1929-10";"M0";"MXN100";
"1929-10";"M0";"ZAR1";
"1929-10";"M0";"JPY100";
"1929-10";"M0";"AUD1";
"1929-10";"M0";"CNY100";
"1929-10";"M0";"HKD100";
"1929-10";"M0";"KRW100";
"1929-10";"M0";"MYR100";
"1929-10";"M0";"NZD1";
"1929-10";"M0";"SGD1";
"1929-10";"M0";"THB100";
"1929-11";"M0";"EUR1";
"1929-11";"M0";"GBP1";"25.15"
"1929-11";"M0";"DKK100";
"1929-11";"M0";"NOK100";
"1929-11";"M0";"CZK100";
"1929-11";"M0";"HUF100";
"1929-11";"M0";"PLN100";
"1929-11";"M0";"RUB1";
"1929-11";"M0";"SEK100";
"1929-11";"M0";"TRY100";
"1929-11";"M0";"USD1";"5.156"
"1929-11";"M0";"CAD1";
"1929-11";"M0";"ARS1";
"1929-11";"M0";"BRL100";
"1929-11";"M0";"MXN100";
"1929-11";"M0";"ZAR1";
"1929-11";"M0";"JPY100";
"1929-11";"M0";"AUD1";
"1929-11";"M0";"CNY100";
"1929-11";"M0";"HKD100";
"1929-11";"M0";"KRW100";
"1929-11";"M0";"MYR100";
"1929-11";"M0";"NZD1";
"1929-11";"M0";"SGD1";
"1929-11";"M0";"THB100";
"1929-12";"M0";"EUR1";
"1929-12";"M0";"GBP1";"25.108"
"1929-12";"M0";"DKK100";
"1929-12";"M0";"NOK100";
"1929-12";"M0";"CZK100";
"1929-12";"M0";"HUF100";
"1929-12";"M0";"PLN100";
"1929-12";"M0";"RUB1";
"1929-12";"M0";"SEK100";
"1929-12";"M0";"TRY100";
"1929-12";"M0";"USD1";"5.144"
"1929-12";"M0";"CAD1";
"1929-12";"M0";"ARS1";
"1929-12";"M0";"BRL100";
"1929-12";"M0";"MXN100";
"1929-12";"M0";"ZAR1";
"1929-12";"M0";"JPY100";
"1929-12";"M0";"AUD1";
"1929-12";"M0";"CNY100";
"1929-12";"M0";"HKD100";
"1929-12";"M0";"KRW100";
"1929-12";"M0";"MYR100";
"1929-12";"M0";"NZD1";
"1929-12";"M0";"SGD1";
"1929-12";"M0";"THB100";
"1930-01";"M0";"EUR1";
"1930-01";"M0";"GBP1";"25.162"
"1930-01";"M0";"DKK100";
"1930-01";"M0";"NOK100";
"1930-01";"M0";"CZK100";
"1930-01";"M0";"HUF100";
"1930-01";"M0";"PLN100";
"1930-01";"M0";"RUB1";
"1930-01";"M0";"SEK100";
"1930-01";"M0";"TRY100";
"1930-01";"M0";"USD1";"5.168"
"1930-01";"M0";"CAD1";
"1930-01";"M0";"ARS1";
"1930-01";"M0";"BRL100";
"1930-01";"M0";"MXN100";
"1930-01";"M0";"ZAR1";
"1930-01";"M0";"JPY100";
"1930-01";"M0";"AUD1";
"1930-01";"M0";"CNY100";
"1930-01";"M0";"HKD100";
"1930-01";"M0";"KRW100";
"1930-01";"M0";"MYR100";
"1930-01";"M0";"NZD1";
"1930-01";"M0";"SGD1";
"1930-01";"M0";"THB100";
"1930-02";"M0";"EUR1";
"1930-02";"M0";"GBP1";"25.198"
"1930-02";"M0";"DKK100";
"1930-02";"M0";"NOK100";
"1930-02";"M0";"CZK100";
"1930-02";"M0";"HUF100";
"1930-02";"M0";"PLN100";
"1930-02";"M0";"RUB1";
"1930-02";"M0";"SEK100";
"1930-02";"M0";"TRY100";
"1930-02";"M0";"USD1";"5.182"
"1930-02";"M0";"CAD1";
"1930-02";"M0";"ARS1";
"1930-02";"M0";"BRL100";
"1930-02";"M0";"MXN100";
"1930-02";"M0";"ZAR1";
"1930-02";"M0";"JPY100";
"1930-02";"M0";"AUD1";
"1930-02";"M0";"CNY100";
"1930-02";"M0";"HKD100";
"1930-02";"M0";"KRW100";
"1930-02";"M0";"MYR100";
"1930-02";"M0";"NZD1";
"1930-02";"M0";"SGD1";
"1930-02";"M0";"THB100";
"1930-03";"M0";"EUR1";
"1930-03";"M0";"GBP1";"25.136"
"1930-03";"M0";"DKK100";
"1930-03";"M0";"NOK100";
"1930-03";"M0";"CZK100";
"1930-03";"M0";"HUF100";
"1930-03";"M0";"PLN100";
"1930-03";"M0";"RUB1";
"1930-03";"M0";"SEK100";
"1930-03";"M0";"TRY100";
"1930-03";"M0";"USD1";"5.169"
"1930-03";"M0";"CAD1";
"1930-03";"M0";"ARS1";
"1930-03";"M0";"BRL100";
"1930-03";"M0";"MXN100";
"1930-03";"M0";"ZAR1";
"1930-03";"M0";"JPY100";
"1930-03";"M0";"AUD1";
"1930-03";"M0";"CNY100";
"1930-03";"M0";"HKD100";
"1930-03";"M0";"KRW100";
"1930-03";"M0";"MYR100";
"1930-03";"M0";"NZD1";
"1930-03";"M0";"SGD1";
"1930-03";"M0";"THB100";
"1930-04";"M0";"EUR1";
"1930-04";"M0";"GBP1";"25.094"
"1930-04";"M0";"DKK100";
"1930-04";"M0";"NOK100";
"1930-04";"M0";"CZK100";
"1930-04";"M0";"HUF100";
"1930-04";"M0";"PLN100";
"1930-04";"M0";"RUB1";
"1930-04";"M0";"SEK100";
"1930-04";"M0";"TRY100";
"1930-04";"M0";"USD1";"5.16"
"1930-04";"M0";"CAD1";
"1930-04";"M0";"ARS1";
"1930-04";"M0";"BRL100";
"1930-04";"M0";"MXN100";
"1930-04";"M0";"ZAR1";
"1930-04";"M0";"JPY100";
"1930-04";"M0";"AUD1";
"1930-04";"M0";"CNY100";
"1930-04";"M0";"HKD100";
"1930-04";"M0";"KRW100";
"1930-04";"M0";"MYR100";
"1930-04";"M0";"NZD1";
"1930-04";"M0";"SGD1";
"1930-04";"M0";"THB100";
"1930-05";"M0";"EUR1";
"1930-05";"M0";"GBP1";"25.106"
"1930-05";"M0";"DKK100";
"1930-05";"M0";"NOK100";
"1930-05";"M0";"CZK100";
"1930-05";"M0";"HUF100";
"1930-05";"M0";"PLN100";
"1930-05";"M0";"RUB1";
"1930-05";"M0";"SEK100";
"1930-05";"M0";"TRY100";
"1930-05";"M0";"USD1";"5.166"
"1930-05";"M0";"CAD1";
"1930-05";"M0";"ARS1";
"1930-05";"M0";"BRL100";
"1930-05";"M0";"MXN100";
"1930-05";"M0";"ZAR1";
"1930-05";"M0";"JPY100";
"1930-05";"M0";"AUD1";
"1930-05";"M0";"CNY100";
"1930-05";"M0";"HKD100";
"1930-05";"M0";"KRW100";
"1930-05";"M0";"MYR100";
"1930-05";"M0";"NZD1";
"1930-05";"M0";"SGD1";
"1930-05";"M0";"THB100";
"1930-06";"M0";"EUR1";
"1930-06";"M0";"GBP1";"25.083"
"1930-06";"M0";"DKK100";
"1930-06";"M0";"NOK100";
"1930-06";"M0";"CZK100";
"1930-06";"M0";"HUF100";
"1930-06";"M0";"PLN100";
"1930-06";"M0";"RUB1";
"1930-06";"M0";"SEK100";
"1930-06";"M0";"TRY100";
"1930-06";"M0";"USD1";"5.163"
"1930-06";"M0";"CAD1";
"1930-06";"M0";"ARS1";
"1930-06";"M0";"BRL100";
"1930-06";"M0";"MXN100";
"1930-06";"M0";"ZAR1";
"1930-06";"M0";"JPY100";
"1930-06";"M0";"AUD1";
"1930-06";"M0";"CNY100";
"1930-06";"M0";"HKD100";
"1930-06";"M0";"KRW100";
"1930-06";"M0";"MYR100";
"1930-06";"M0";"NZD1";
