"CubeId";"devkum"
"PublishingDate";"2022-11-01 14:30"

"Date";"D0";"D1";"Value"
"1960-04";"M0";"SEK100";"83.977"
"1960-04";"M0";"TRY100";
"1960-04";"M0";"USD1";"4.338"
"1960-04";"M0";"CAD1";"4.485"
"1960-04";"M0";"ARS1";
"1960-04";"M0";"BRL100";
"1960-04";"M0";"MXN100";
"1960-04";"M0";"ZAR1";
"1960-04";"M0";"JPY100";
"1960-04";"M0";"AUD1";
"1960-04";"M0";"CNY100";
"1960-04";"M0";"HKD100";
"1960-04";"M0";"KRW100";
"1960-04";"M0";"MYR100";
"1960-04";"M0";"NZD1";
"1960-04";"M0";"SGD1";
"1960-04";"M0";"THB100";
"1960-05";"M0";"EUR1";
"1960-05";"M0";"GBP1";"12.134"
"1960-05";"M0";"DKK100";"62.616"
"1960-05";"M0";"NOK100";"60.617"
"1960-05";"M0";"CZK100";
"1960-05";"M0";"HUF100";
"1960-05";"M0";"PLN100";
"1960-05";"M0";"RUB1";
"1960-05";"M0";"SEK100";"83.632"
"1960-05";"M0";"TRY100";
"1960-05";"M0";"USD1";"4.324"
"1960-05";"M0";"CAD1";"4.422"
"1960-05";"M0";"ARS1";
"1960-05";"M0";"BRL100";
"1960-05";"M0";"MXN100";
"1960-05";"M0";"ZAR1";
"1960-05";"M0";"JPY100";
"1960-05";"M0";"AUD1";
"1960-05";"M0";"CNY100";
"1960-05";"M0";"HKD100";
"1960-05";"M0";"KRW100";
"1960-05";"M0";"MYR100";
"1960-05";"M0";"NZD1";
"1960-05";"M0";"SGD1";
"1960-05";"M0";"THB100";
"1960-06";"M0";"EUR1";
"1960-06";"M0";"GBP1";"12.092"
"1960-06";"M0";"DKK100";"62.52"
"1960-06";"M0";"NOK100";"60.438"
"1960-06";"M0";"CZK100";
"1960-06";"M0";"HUF100";
"1960-06";"M0";"PLN100";
"1960-06";"M0";"RUB1";
"1960-06";"M0";"SEK100";"83.56"
"1960-06";"M0";"TRY100";
"1960-06";"M0";"USD1";"4.314"
"1960-06";"M0";"CAD1";"4.392"
"1960-06";"M0";"ARS1";
"1960-06";"M0";"BRL100";
"1960-06";"M0";"MXN100";
"1960-06";"M0";"ZAR1";
"1960-06";"M0";"JPY100";
"1960-06";"M0";"AUD1";
"1960-06";"M0";"CNY100";
"1960-06";"M0";"HKD100";
"1960-06";"M0";"KRW100";
"1960-06";"M0";"MYR100";
"1960-06";"M0";"NZD1";
"1960-06";"M0";"SGD1";
"1960-06";"M0";"THB100";
"1960-07";"M0";"EUR1";
"1960-07";"M0";"GBP1";"12.113"
"1960-07";"M0";"DKK100";"62.595"
"1960-07";"M0";"NOK100";"60.463"
"1960-07";"M0";"CZK100";
"1960-07";"M0";"HUF100";
"1960-07";"M0";"PLN100";
"1960-07";"M0";"RUB1";
"1960-07";"M0";"SEK100";"83.533"
"1960-07";"M0";"TRY100";
"1960-07";"M0";"USD1";"4.313"
"1960-07";"M0";"CAD1";"4.405"
"1960-07";"M0";"ARS1";
"1960-07";"M0";"BRL100";
"1960-07";"M0";"MXN100";
"1960-07";"M0";"ZAR1";
"1960-07";"M0";"JPY100";
"1960-07";"M0";"AUD1";
"1960-07";"M0";"CNY100";
"1960-07";"M0";"HKD100";
"1960-07";"M0";"KRW100";
"1960-07";"M0";"MYR100";
"1960-07";"M0";"NZD1";
"1960-07";"M0";"SGD1";
"1960-07";"M0";"THB100";
"1960-08";"M0";"EUR1";
"1960-08";"M0";"GBP1";"12.111"
"1960-08";"M0";"DKK100";"62.554"
"1960-08";"M0";"NOK100";"60.454"
"1960-08";"M0";"CZK100";
"1960-08";"M0";"HUF100";
"1960-08";"M0";"PLN100";
"1960-08";"M0";"RUB1";
"1960-08";"M0";"SEK100";"83.579"
"1960-08";"M0";"TRY100";
"1960-08";"M0";"USD1";"4.31"
"1960-08";"M0";"CAD1";"4.443"
"1960-08";"M0";"ARS1";
"1960-08";"M0";"BRL100";
"1960-08";"M0";"MXN100";
"1960-08";"M0";"ZAR1";
"1960-08";"M0";"JPY100";
"1960-08";"M0";"AUD1";
"1960-08";"M0";"CNY100";
"1960-08";"M0";"HKD100";
"1960-08";"M0";"KRW100";
"1960-08";"M0";"MYR100";
"1960-08";"M0";"NZD1";
"1960-08";"M0";"SGD1";
"1960-08";"M0";"THB100";
"1960-09";"M0";"EUR1";
"1960-09";"M0";"GBP1";"12.113"
"1960-09";"M0";"DKK100";"62.61"
"1960-09";"M0";"NOK100";"60.465"
"1960-09";"M0";"CZK100";
"1960-09";"M0";"HUF100";
"1960-09";"M0";"PLN100";
"1960-09";"M0";"RUB1";
"1960-09";"M0";"SEK100";"83.462"
"1960-09";"M0";"TRY100";
"1960-09";"M0";"USD1";"4.306"
"1960-09";"M0";"CAD1";"4.428"
"1960-09";"M0";"ARS1";
"1960-09";"M0";"BRL100";
"1960-09";"M0";"MXN100";
"1960-09";"M0";"ZAR1";
"1960-09";"M0";"JPY100";
"1960-09";"M0";"AUD1";
"1960-09";"M0";"CNY100";
"1960-09";"M0";"HKD100";
"1960-09";"M0";"KRW100";
"1960-09";"M0";"MYR100";
"1960-09";"M0";"NZD1";
"1960-09";"M0";"SGD1";
"1960-09";"M0";"THB100";
"1960-10";"M0";"EUR1";
"1960-10";"M0";"GBP1";"12.11"
"1960-10";"M0";"DKK100";"62.577"
"1960-10";"M0";"NOK100";"60.449"
"1960-10";"M0";"CZK100";
"1960-10";"M0";"HUF100";
"1960-10";"M0";"PLN100";
"1960-10";"M0";"RUB1";
"1960-10";"M0";"SEK100";"83.421"
"1960-10";"M0";"TRY100";
"1960-10";"M0";"USD1";"4.308"
"1960-10";"M0";"CAD1";"4.401"
"1960-10";"M0";"ARS1";
"1960-10";"M0";"BRL100";
"1960-10";"M0";"MXN100";
"1960-10";"M0";"ZAR1";
"1960-10";"M0";"JPY100";
"1960-10";"M0";"AUD1";
"1960-10";"M0";"CNY100";
"1960-10";"M0";"HKD100";
"1960-10";"M0";"KRW100";
"1960-10";"M0";"MYR100";
"1960-10";"M0";"NZD1";
"1960-10";"M0";"SGD1";
"1960-10";"M0";"THB100";
"1960-11";"M0";"EUR1";
"1960-11";"M0";"GBP1";"12.119"
"1960-11";"M0";"DKK100";"62.557"
"1960-11";"M0";"NOK100";"60.464"
"1960-11";"M0";"CZK100";
"1960-11";"M0";"HUF100";
"1960-11";"M0";"PLN100";
"1960-11";"M0";"RUB1";
"1960-11";"M0";"SEK100";"83.375"
"1960-11";"M0";"TRY100";
"1960-11";"M0";"USD1";"4.307"
"1960-11";"M0";"CAD1";"4.409"
"1960-11";"M0";"ARS1";
"1960-11";"M0";"BRL100";
"1960-11";"M0";"MXN100";
"1960-11";"M0";"ZAR1";
"1960-11";"M0";"JPY100";
"1960-11";"M0";"AUD1";
"1960-11";"M0";"CNY100";
"1960-11";"M0";"HKD100";
"1960-11";"M0";"KRW100";
"1960-11";"M0";"MYR100";
"1960-11";"M0";"NZD1";
"1960-11";"M0";"SGD1";
"1960-11";"M0";"THB100";
"1960-12";"M0";"EUR1";
"1960-12";"M0";"GBP1";"12.087"
"1960-12";"M0";"DKK100";"62.472"
"1960-12";"M0";"NOK100";"60.359"
"1960-12";"M0";"CZK100";
"1960-12";"M0";"HUF100";
"1960-12";"M0";"PLN100";
"1960-12";"M0";"RUB1";
"1960-12";"M0";"SEK100";"83.233"
"1960-12";"M0";"TRY100";
"1960-12";"M0";"USD1";"4.305"
"1960-12";"M0";"CAD1";"4.382"
"1960-12";"M0";"ARS1";
"1960-12";"M0";"BRL100";
"1960-12";"M0";"MXN100";
"1960-12";"M0";"ZAR1";
"1960-12";"M0";"JPY100";
"1960-12";"M0";"AUD1";
"1960-12";"M0";"CNY100";
"1960-12";"M0";"HKD100";
"1960-12";"M0";"KRW100";
"1960-12";"M0";"MYR100";
"1960-12";"M0";"NZD1";
"1960-12";"M0";"SGD1";
"1960-12";"M0";"THB100";
"1961-01";"M0";"EUR1";
"1961-01";"M0";"GBP1";"12.085"
"1961-01";"M0";"DKK100";"62.444"
"1961-01";"M0";"NOK100";"60.298"
"1961-01";"M0";"CZK100";
"1961-01";"M0";"HUF100";
"1961-01";"M0";"PLN100";
"1961-01";"M0";"RUB1";
"1961-01";"M0";"SEK100";"83.279"
"1961-01";"M0";"TRY100";
"1961-01";"M0";"USD1";"4.306"
"1961-01";"M0";"CAD1";"4.334"
"1961-01";"M0";"ARS1";
"1961-01";"M0";"BRL100";
"1961-01";"M0";"MXN100";
"1961-01";"M0";"ZAR1";
"1961-01";"M0";"JPY100";
"1961-01";"M0";"AUD1";
"1961-01";"M0";"CNY100";
"1961-01";"M0";"HKD100";
"1961-01";"M0";"KRW100";
"1961-01";"M0";"MYR100";
"1961-01";"M0";"NZD1";
"1961-01";"M0";"SGD1";
"1961-01";"M0";"THB100";
"1961-02";"M0";"EUR1";
"1961-02";"M0";"GBP1";"12.097"
"1961-02";"M0";"DKK100";"62.51"
"1961-02";"M0";"NOK100";"60.415"
"1961-02";"M0";"CZK100";
"1961-02";"M0";"HUF100";
"1961-02";"M0";"PLN100";
"1961-02";"M0";"RUB1";
"1961-02";"M0";"SEK100";"83.561"
"1961-02";"M0";"TRY100";
"1961-02";"M0";"USD1";"4.32"
"1961-02";"M0";"CAD1";"4.364"
"1961-02";"M0";"ARS1";
"1961-02";"M0";"BRL100";
"1961-02";"M0";"MXN100";
"1961-02";"M0";"ZAR1";
"1961-02";"M0";"JPY100";
"1961-02";"M0";"AUD1";
"1961-02";"M0";"CNY100";
"1961-02";"M0";"HKD100";
"1961-02";"M0";"KRW100";
"1961-02";"M0";"MYR100";
"1961-02";"M0";"NZD1";
"1961-02";"M0";"SGD1";
"1961-02";"M0";"THB100";
"1961-03";"M0";"EUR1";
"1961-03";"M0";"GBP1";"12.089"
"1961-03";"M0";"DKK100";"62.541"
"1961-03";"M0";"NOK100";"60.429"
"1961-03";"M0";"CZK100";
"1961-03";"M0";"HUF100";
"1961-03";"M0";"PLN100";
"1961-03";"M0";"RUB1";
"1961-03";"M0";"SEK100";"83.628"
"1961-03";"M0";"TRY100";
"1961-03";"M0";"USD1";"4.321"
"1961-03";"M0";"CAD1";"4.376"
"1961-03";"M0";"ARS1";
"1961-03";"M0";"BRL100";
"1961-03";"M0";"MXN100";
"1961-03";"M0";"ZAR1";
"1961-03";"M0";"JPY100";
"1961-03";"M0";"AUD1";
"1961-03";"M0";"CNY100";
"1961-03";"M0";"HKD100";
"1961-03";"M0";"KRW100";
"1961-03";"M0";"MYR100";
"1961-03";"M0";"NZD1";
"1961-03";"M0";"SGD1";
"1961-03";"M0";"THB100";
"1961-04";"M0";"EUR1";
"1961-04";"M0";"GBP1";"12.1"
"1961-04";"M0";"DKK100";"62.554"
"1961-04";"M0";"NOK100";"60.491"
"1961-04";"M0";"CZK100";
"1961-04";"M0";"HUF100";
"1961-04";"M0";"PLN100";
"1961-04";"M0";"RUB1";
"1961-04";"M0";"SEK100";"83.692"
"1961-04";"M0";"TRY100";
"1961-04";"M0";"USD1";"4.324"
"1961-04";"M0";"CAD1";"4.372"
"1961-04";"M0";"ARS1";
"1961-04";"M0";"BRL100";
"1961-04";"M0";"MXN100";
"1961-04";"M0";"ZAR1";
"1961-04";"M0";"JPY100";
"1961-04";"M0";"AUD1";
"1961-04";"M0";"CNY100";
"1961-04";"M0";"HKD100";
"1961-04";"M0";"KRW100";
"1961-04";"M0";"MYR100";
"1961-04";"M0";"NZD1";
"1961-04";"M0";"SGD1";
"1961-04";"M0";"THB100";
"1961-05";"M0";"EUR1";
"1961-05";"M0";"GBP1";"12.093"
"1961-05";"M0";"DKK100";"62.483"
"1961-05";"M0";"NOK100";"60.439"
"1961-05";"M0";"CZK100";
"1961-05";"M0";"HUF100";
"1961-05";"M0";"PLN100";
"1961-05";"M0";"RUB1";
"1961-05";"M0";"SEK100";"83.876"
"1961-05";"M0";"TRY100";
"1961-05";"M0";"USD1";"4.328"
"1961-05";"M0";"CAD1";"4.382"
"1961-05";"M0";"ARS1";
"1961-05";"M0";"BRL100";
"1961-05";"M0";"MXN100";
"1961-05";"M0";"ZAR1";
"1961-05";"M0";"JPY100";
"1961-05";"M0";"AUD1";
"1961-05";"M0";"CNY100";
"1961-05";"M0";"HKD100";
"1961-05";"M0";"KRW100";
"1961-05";"M0";"MYR100";
"1961-05";"M0";"NZD1";
"1961-05";"M0";"SGD1";
"1961-05";"M0";"THB100";
"1961-06";"M0";"EUR1";
"1961-06";"M0";"GBP1";"12.053"
"1961-06";"M0";"DKK100";"62.344"
"1961-06";"M0";"NOK100";"60.273"
"1961-06";"M0";"CZK100";
"1961-06";"M0";"HUF100";
"1961-06";"M0";"PLN100";
"1961-06";"M0";"RUB1";
"1961-06";"M0";"SEK100";"83.657"
"1961-06";"M0";"TRY100";
"1961-06";"M0";"USD1";"4.32"
"1961-06";"M0";"CAD1";"4.304"
"1961-06";"M0";"ARS1";
"1961-06";"M0";"BRL100";
"1961-06";"M0";"MXN100";
"1961-06";"M0";"ZAR1";
"1961-06";"M0";"JPY100";
"1961-06";"M0";"AUD1";
"1961-06";"M0";"CNY100";
"1961-06";"M0";"HKD100";
"1961-06";"M0";"KRW100";
"1961-06";"M0";"MYR100";
"1961-06";"M0";"NZD1";
"1961-06";"M0";"SGD1";
"1961-06";"M0";"THB100";
"1961-07";"M0";"EUR1";
"1961-07";"M0";"GBP1";"12.027"
"1961-07";"M0";"DKK100";"62.262"
"1961-07";"M0";"NOK100";"60.18"
"1961-07";"M0";"CZK100";
"1961-07";"M0";"HUF100";
"1961-07";"M0";"PLN100";
"1961-07";"M0";"RUB1";
"1961-07";"M0";"SEK100";"83.531"
"1961-07";"M0";"TRY100";
"1961-07";"M0";"USD1";"4.315"
"1961-07";"M0";"CAD1";"4.173"
"1961-07";"M0";"ARS1";
"1961-07";"M0";"BRL100";
"1961-07";"M0";"MXN100";
"1961-07";"M0";"ZAR1";
"1961-07";"M0";"JPY100";
"1961-07";"M0";"AUD1";
"1961-07";"M0";"CNY100";
"1961-07";"M0";"HKD100";
"1961-07";"M0";"KRW100";
"1961-07";"M0";"MYR100";
"1961-07";"M0";"NZD1";
"1961-07";"M0";"SGD1";
"1961-07";"M0";"THB100";
"1961-08";"M0";"EUR1";
"1961-08";"M0";"GBP1";"12.097"
"1961-08";"M0";"DKK100";"62.522"
"1961-08";"M0";"NOK100";"60.441"
"1961-08";"M0";"CZK100";
"1961-08";"M0";"HUF100";
"1961-08";"M0";"PLN100";
"1961-08";"M0";"RUB1";
"1961-08";"M0";"SEK100";"83.601"
"1961-08";"M0";"TRY100";
"1961-08";"M0";"USD1";"4.317"
"1961-08";"M0";"CAD1";"4.184"
"1961-08";"M0";"ARS1";
"1961-08";"M0";"BRL100";
"1961-08";"M0";"MXN100";
"1961-08";"M0";"ZAR1";
"1961-08";"M0";"JPY100";
"1961-08";"M0";"AUD1";
"1961-08";"M0";"CNY100";
"1961-08";"M0";"HKD100";
"1961-08";"M0";"KRW100";
"1961-08";"M0";"MYR100";
"1961-08";"M0";"NZD1";
"1961-08";"M0";"SGD1";
"1961-08";"M0";"THB100";
"1961-09";"M0";"EUR1";
"1961-09";"M0";"GBP1";"12.134"
"1961-09";"M0";"DKK100";"62.649"
"1961-09";"M0";"NOK100";"60.599"
"1961-09";"M0";"CZK100";
"1961-09";"M0";"HUF100";
"1961-09";"M0";"PLN100";
"1961-09";"M0";"RUB1";
"1961-09";"M0";"SEK100";"83.422"
"1961-09";"M0";"TRY100";
"1961-09";"M0";"USD1";"4.316"
"1961-09";"M0";"CAD1";"4.186"
"1961-09";"M0";"ARS1";
"1961-09";"M0";"BRL100";
"1961-09";"M0";"MXN100";
"1961-09";"M0";"ZAR1";
"1961-09";"M0";"JPY100";
"1961-09";"M0";"AUD1";
"1961-09";"M0";"CNY100";
"1961-09";"M0";"HKD100";
"1961-09";"M0";"KRW100";
"1961-09";"M0";"MYR100";
"1961-09";"M0";"NZD1";
"1961-09";"M0";"SGD1";
"1961-09";"M0";"THB100";
"1961-10";"M0";"EUR1";
"1961-10";"M0";"GBP1";"12.168"
"1961-10";"M0";"DKK100";"62.767"
"1961-10";"M0";"NOK100";"60.735"
"1961-10";"M0";"CZK100";
"1961-10";"M0";"HUF100";
"1961-10";"M0";"PLN100";
"1961-10";"M0";"RUB1";
"1961-10";"M0";"SEK100";"83.647"
"1961-10";"M0";"TRY100";
"1961-10";"M0";"USD1";"4.322"
"1961-10";"M0";"CAD1";"4.194"
"1961-10";"M0";"ARS1";
"1961-10";"M0";"BRL100";
"1961-10";"M0";"MXN100";
"1961-10";"M0";"ZAR1";
"1961-10";"M0";"JPY100";
"1961-10";"M0";"AUD1";
"1961-10";"M0";"CNY100";
"1961-10";"M0";"HKD100";
"1961-10";"M0";"KRW100";
"1961-10";"M0";"MYR100";
"1961-10";"M0";"NZD1";
"1961-10";"M0";"SGD1";
"1961-10";"M0";"THB100";
"1961-11";"M0";"EUR1";
"1961-11";"M0";"GBP1";"12.166"
"1961-11";"M0";"DKK100";"62.756"
"1961-11";"M0";"NOK100";"60.714"
"1961-11";"M0";"CZK100";
"1961-11";"M0";"HUF100";
"1961-11";"M0";"PLN100";
"1961-11";"M0";"RUB1";
"1961-11";"M0";"SEK100";"83.614"
"1961-11";"M0";"TRY100";
"1961-11";"M0";"USD1";"4.322"
"1961-11";"M0";"CAD1";"4.173"
"1961-11";"M0";"ARS1";
"1961-11";"M0";"BRL100";
"1961-11";"M0";"MXN100";
"1961-11";"M0";"ZAR1";
"1961-11";"M0";"JPY100";
"1961-11";"M0";"AUD1";
"1961-11";"M0";"CNY100";
"1961-11";"M0";"HKD100";
"1961-11";"M0";"KRW100";
"1961-11";"M0";"MYR100";
"1961-11";"M0";"NZD1";
"1961-11";"M0";"SGD1";
"1961-11";"M0";"THB100";
"1961-12";"M0";"EUR1";
"1961-12";"M0";"GBP1";"12.124"
"1961-12";"M0";"DKK100";"62.746"
"1961-12";"M0";"NOK100";"60.578"
"1961-12";"M0";"CZK100";
"1961-12";"M0";"HUF100";
"1961-12";"M0";"PLN100";
"1961-12";"M0";"RUB1";
"1961-12";"M0";"SEK100";"83.475"
"1961-12";"M0";"TRY100";
"1961-12";"M0";"USD1";"4.316"
"1961-12";"M0";"CAD1";"4.137"
"1961-12";"M0";"ARS1";
"1961-12";"M0";"BRL100";
"1961-12";"M0";"MXN100";
"1961-12";"M0";"ZAR1";
"1961-12";"M0";"JPY100";
"1961-12";"M0";"AUD1";
"1961-12";"M0";"CNY100";
"1961-12";"M0";"HKD100";
"1961-12";"M0";"KRW100";
"1961-12";"M0";"MYR100";
"1961-12";"M0";"NZD1";
"1961-12";"M0";"SGD1";
"1961-12";"M0";"THB100";
"1962-01";"M0";"EUR1";
"1962-01";"M0";"GBP1";"12.136"
"1962-01";"M0";"DKK100";"62.724"
"1962-01";"M0";"NOK100";"60.563"
"1962-01";"M0";"CZK100";
"1962-01";"M0";"HUF100";
"1962-01";"M0";"PLN100";
"1962-01";"M0";"RUB1";
"1962-01";"M0";"SEK100";"83.53"
"1962-01";"M0";"TRY100";
"1962-01";"M0";"USD1";"4.318"
"1962-01";"M0";"CAD1";"4.13"
"1962-01";"M0";"ARS1";
"1962-01";"M0";"BRL100";
"1962-01";"M0";"MXN100";
"1962-01";"M0";"ZAR1";
"1962-01";"M0";"JPY100";
"1962-01";"M0";"AUD1";
"1962-01";"M0";"CNY100";
"1962-01";"M0";"HKD100";
"1962-01";"M0";"KRW100";
"1962-01";"M0";"MYR100";
"1962-01";"M0";"NZD1";
"1962-01";"M0";"SGD1";
"1962-01";"M0";"THB100";
"1962-02";"M0";"EUR1";
"1962-02";"M0";"GBP1";"12.176"
"1962-02";"M0";"DKK100";"62.826"
"1962-02";"M0";"NOK100";"60.725"
"1962-02";"M0";"CZK100";
"1962-02";"M0";"HUF100";
"1962-02";"M0";"PLN100";
"1962-02";"M0";"RUB1";
"1962-02";"M0";"SEK100";"83.869"
"1962-02";"M0";"TRY100";
"1962-02";"M0";"USD1";"4.326"
"1962-02";"M0";"CAD1";"4.124"
"1962-02";"M0";"ARS1";
"1962-02";"M0";"BRL100";
"1962-02";"M0";"MXN100";
"1962-02";"M0";"ZAR1";
"1962-02";"M0";"JPY100";
"1962-02";"M0";"AUD1";
"1962-02";"M0";"CNY100";
"1962-02";"M0";"HKD100";
"1962-02";"M0";"KRW100";
"1962-02";"M0";"MYR100";
"1962-02";"M0";"NZD1";
"1962-02";"M0";"SGD1";
"1962-02";"M0";"THB100";
"1962-03";"M0";"EUR1";
"1962-03";"M0";"GBP1";"12.215"
"1962-03";"M0";"DKK100";"63.064"
"1962-03";"M0";"NOK100";"60.91"
"1962-03";"M0";"CZK100";
"1962-03";"M0";"HUF100";
"1962-03";"M0";"PLN100";
"1962-03";"M0";"RUB1";
"1962-03";"M0";"SEK100";"84.209"
"1962-03";"M0";"TRY100";
"1962-03";"M0";"USD1";"4.339"
"1962-03";"M0";"CAD1";"4.133"
"1962-03";"M0";"ARS1";
"1962-03";"M0";"BRL100";
"1962-03";"M0";"MXN100";
"1962-03";"M0";"ZAR1";
"1962-03";"M0";"JPY100";
"1962-03";"M0";"AUD1";
"1962-03";"M0";"CNY100";
"1962-03";"M0";"HKD100";
"1962-03";"M0";"KRW100";
"1962-03";"M0";"MYR100";
"1962-03";"M0";"NZD1";
"1962-03";"M0";"SGD1";
"1962-03";"M0";"THB100";
"1962-04";"M0";"EUR1";
"1962-04";"M0";"GBP1";"12.221"
"1962-04";"M0";"DKK100";"63.05"
"1962-04";"M0";"NOK100";"60.969"
"1962-04";"M0";"CZK100";
"1962-04";"M0";"HUF100";
"1962-04";"M0";"PLN100";
"1962-04";"M0";"RUB1";
"1962-04";"M0";"SEK100";"84.384"
"1962-04";"M0";"TRY100";
"1962-04";"M0";"USD1";"4.344"
"1962-04";"M0";"CAD1";"4.137"
"1962-04";"M0";"ARS1";
"1962-04";"M0";"BRL100";
"1962-04";"M0";"MXN100";
"1962-04";"M0";"ZAR1";
"1962-04";"M0";"JPY100";
"1962-04";"M0";"AUD1";
"1962-04";"M0";"CNY100";
"1962-04";"M0";"HKD100";
"1962-04";"M0";"KRW100";
"1962-04";"M0";"MYR100";
"1962-04";"M0";"NZD1";
"1962-04";"M0";"SGD1";
"1962-04";"M0";"THB100";
"1962-05";"M0";"EUR1";
"1962-05";"M0";"GBP1";"12.174"
"1962-05";"M0";"DKK100";"62.757"
"1962-05";"M0";"NOK100";"60.705"
"1962-05";"M0";"CZK100";
"1962-05";"M0";"HUF100";
"1962-05";"M0";"PLN100";
"1962-05";"M0";"RUB1";
"1962-05";"M0";"SEK100";"84.109"
"1962-05";"M0";"TRY100";
"1962-05";"M0";"USD1";"4.329"
"1962-05";"M0";"CAD1";"3.997"
"1962-05";"M0";"ARS1";
"1962-05";"M0";"BRL100";
"1962-05";"M0";"MXN100";
"1962-05";"M0";"ZAR1";
"1962-05";"M0";"JPY100";
"1962-05";"M0";"AUD1";
"1962-05";"M0";"CNY100";
"1962-05";"M0";"HKD100";
"1962-05";"M0";"KRW100";
"1962-05";"M0";"MYR100";
"1962-05";"M0";"NZD1";
"1962-05";"M0";"SGD1";
"1962-05";"M0";"THB100";
"1962-06";"M0";"EUR1";
"1962-06";"M0";"GBP1";"12.118"
"1962-06";"M0";"DKK100";"62.612"
"1962-06";"M0";"NOK100";"60.463"
"1962-06";"M0";"CZK100";
"1962-06";"M0";"HUF100";
"1962-06";"M0";"PLN100";
"1962-06";"M0";"RUB1";
"1962-06";"M0";"SEK100";"83.866"
"1962-06";"M0";"TRY100";
"1962-06";"M0";"USD1";"4.315"
"1962-06";"M0";"CAD1";"3.965"
"1962-06";"M0";"ARS1";
"1962-06";"M0";"BRL100";
"1962-06";"M0";"MXN100";
"1962-06";"M0";"ZAR1";
"1962-06";"M0";"JPY100";
"1962-06";"M0";"AUD1";
"1962-06";"M0";"CNY100";
"1962-06";"M0";"HKD100";
"1962-06";"M0";"KRW100";
"1962-06";"M0";"MYR100";
"1962-06";"M0";"NZD1";
"1962-06";"M0";"SGD1";
"1962-06";"M0";"THB100";
"1962-07";"M0";"EUR1";
"1962-07";"M0";"GBP1";"12.115"
"1962-07";"M0";"DKK100";"62.522"
"1962-07";"M0";"NOK100";"60.453"
"1962-07";"M0";"CZK100";
"1962-07";"M0";"HUF100";
"1962-07";"M0";"PLN100";
"1962-07";"M0";"RUB1";
"1962-07";"M0";"SEK100";"83.868"
"1962-07";"M0";"TRY100";
"1962-07";"M0";"USD1";"4.317"
"1962-07";"M0";"CAD1";"3.999"
"1962-07";"M0";"ARS1";
"1962-07";"M0";"BRL100";
"1962-07";"M0";"MXN100";
"1962-07";"M0";"ZAR1";
"1962-07";"M0";"JPY100";
"1962-07";"M0";"AUD1";
"1962-07";"M0";"CNY100";
"1962-07";"M0";"HKD100";
"1962-07";"M0";"KRW100";
"1962-07";"M0";"MYR100";
"1962-07";"M0";"NZD1";
"1962-07";"M0";"SGD1";
"1962-07";"M0";"THB100";
"1962-08";"M0";"EUR1";
"1962-08";"M0";"GBP1";"12.117"
"1962-08";"M0";"DKK100";"62.482"
"1962-08";"M0";"NOK100";"60.471"
"1962-08";"M0";"CZK100";
"1962-08";"M0";"HUF100";
"1962-08";"M0";"PLN100";
"1962-08";"M0";"RUB1";
"1962-08";"M0";"SEK100";"83.972"
"1962-08";"M0";"TRY100";
"1962-08";"M0";"USD1";"4.322"
"1962-08";"M0";"CAD1";"4.008"
"1962-08";"M0";"ARS1";
"1962-08";"M0";"BRL100";
"1962-08";"M0";"MXN100";
"1962-08";"M0";"ZAR1";
"1962-08";"M0";"JPY100";
"1962-08";"M0";"AUD1";
"1962-08";"M0";"CNY100";
"1962-08";"M0";"HKD100";
"1962-08";"M0";"KRW100";
"1962-08";"M0";"MYR100";
"1962-08";"M0";"NZD1";
"1962-08";"M0";"SGD1";
"1962-08";"M0";"THB100";
"1962-09";"M0";"EUR1";
"1962-09";"M0";"GBP1";"12.109"
"1962-09";"M0";"DKK100";"62.435"
"1962-09";"M0";"NOK100";"60.441"
"1962-09";"M0";"CZK100";
"1962-09";"M0";"HUF100";
"1962-09";"M0";"PLN100";
"1962-09";"M0";"RUB1";
"1962-09";"M0";"SEK100";"83.91"
"1962-09";"M0";"TRY100";
"1962-09";"M0";"USD1";"4.323"
"1962-09";"M0";"CAD1";"4.013"
"1962-09";"M0";"ARS1";
"1962-09";"M0";"BRL100";
"1962-09";"M0";"MXN100";
"1962-09";"M0";"ZAR1";
"1962-09";"M0";"JPY100";
"1962-09";"M0";"AUD1";
"1962-09";"M0";"CNY100";
"1962-09";"M0";"HKD100";
"1962-09";"M0";"KRW100";
"1962-09";"M0";"MYR100";
"1962-09";"M0";"NZD1";
"1962-09";"M0";"SGD1";
"1962-09";"M0";"THB100";
"1962-10";"M0";"EUR1";
"1962-10";"M0";"GBP1";"12.107"
"1962-10";"M0";"DKK100";"62.41"
"1962-10";"M0";"NOK100";"60.427"
"1962-10";"M0";"CZK100";
"1962-10";"M0";"HUF100";
"1962-10";"M0";"PLN100";
"1962-10";"M0";"RUB1";
"1962-10";"M0";"SEK100";"83.876"
"1962-10";"M0";"TRY100";
"1962-10";"M0";"USD1";"4.322"
"1962-10";"M0";"CAD1";"4.014"
"1962-10";"M0";"ARS1";
"1962-10";"M0";"BRL100";
"1962-10";"M0";"MXN100";
"1962-10";"M0";"ZAR1";
"1962-10";"M0";"JPY100";
"1962-10";"M0";"AUD1";
"1962-10";"M0";"CNY100";
"1962-10";"M0";"HKD100";
"1962-10";"M0";"KRW100";
"1962-10";"M0";"MYR100";
"1962-10";"M0";"NZD1";
"1962-10";"M0";"SGD1";
"1962-10";"M0";"THB100";
"1962-11";"M0";"EUR1";
