"CubeId";"plkopr"
"PublishingDate";"2022-10-21 09:00"

"Date";"D0";"Value"
"1949-09";"VVP";"-0.49158718"
"1949-10";"LD2010100";"21.48824408"
"1949-10";"VVP";"-0.86043246"
"1949-11";"LD2010100";"21.44828762"
"1949-11";"VVP";"-2.36497312"
"1949-12";"LD2010100";"21.3950454"
"1949-12";"VVP";"-1.89356914"
"1950-01";"LD2010100";"21.16849329"
"1950-01";"VVP";"-2.57497216"
"1950-02";"LD2010100";"21.08848124"
"1950-02";"VVP";"-2.58493556"
"1950-03";"LD2010100";"21.04862393"
"1950-03";"VVP";"-2.34864445"
"1950-04";"LD2010100";"20.98199679"
"1950-04";"VVP";"-2.29506683"
"1950-05";"LD2010100";"21.07529462"
"1950-05";"VVP";"-1.98280036"
"1950-06";"LD2010100";"21.10186615"
"1950-06";"VVP";"-2.1016366"
"1950-07";"LD2010100";"21.10186615"
"1950-07";"VVP";"-1.79808979"
"1950-08";"LD2010100";"21.23512043"
"1950-08";"VVP";"-1.23948078"
"1950-09";"LD2010100";"21.31503334"
"1950-09";"VVP";"-1.11268526"
"1950-10";"LD2010100";"21.42161694"
"1950-10";"VVP";"-0.31006321"
"1950-11";"LD2010100";"21.43500185"
"1950-11";"VVP";"-0.06194326"
"1950-12";"LD2010100";"21.42161694"
"1950-12";"VVP";"0.12419482"
"1951-01";"LD2010100";"21.62139921"
"1951-01";"VVP";"2.13952835"
"1951-02";"LD2010100";"21.68802635"
"1951-02";"VVP";"2.84299805"
"1951-03";"LD2010100";"21.67474058"
"1951-03";"VVP";"2.97462034"
"1951-04";"LD2010100";"21.91457845"
"1951-04";"VVP";"4.44467546"
"1951-05";"LD2010100";"22.12774564"
"1951-05";"VVP";"4.99376661"
"1951-06";"LD2010100";"22.1677021"
"1951-06";"VVP";"5.05090846"
"1951-07";"LD2010100";"22.28747231"
"1951-07";"VVP";"5.61848961"
"1951-08";"LD2010100";"22.42072659"
"1951-08";"VVP";"5.58323256"
"1951-09";"LD2010100";"22.48745288"
"1951-09";"VVP";"5.50043492"
"1951-10";"LD2010100";"22.63389378"
"1951-10";"VVP";"5.65912857"
"1951-11";"LD2010100";"22.75376314"
"1951-11";"VVP";"6.15237311"
"1951-12";"LD2010100";"22.78043383"
"1951-12";"VVP";"6.34320414"
"1952-01";"LD2010100";"22.71380669"
"1952-01";"VVP";"5.05243657"
"1952-02";"LD2010100";"22.75376314"
"1952-02";"VVP";"4.91394089"
"1952-03";"LD2010100";"22.75376314"
"1952-03";"VVP";"4.97824904"
"1952-04";"LD2010100";"22.66056447"
"1952-04";"VVP";"3.4040628"
"1952-05";"LD2010100";"22.75376314"
"1952-05";"VVP";"2.82910655"
"1952-06";"LD2010100";"22.82039028"
"1952-06";"VVP";"2.94432045"
"1952-07";"LD2010100";"22.76714806"
"1952-07";"VVP";"2.1522214"
"1952-08";"LD2010100";"22.82039028"
"1952-08";"VVP";"1.78256351"
"1952-09";"LD2010100";"22.86034674"
"1952-09";"VVP";"1.65823075"
"1952-10";"LD2010100";"22.79381875"
"1952-10";"VVP";"0.70657292"
"1952-11";"LD2010100";"22.80700537"
"1952-11";"VVP";"0.23399305"
"1952-12";"LD2010100";"22.78043383"
"1952-12";"VVP";"0"
"1953-01";"LD2010100";"22.63389378"
"1953-01";"VVP";"-0.35182526"
"1953-02";"LD2010100";"22.58065156"
"1953-02";"VVP";"-0.7608042"
"1953-03";"LD2010100";"22.55398087"
"1953-03";"VVP";"-0.8780186"
"1953-04";"LD2010100";"22.48745288"
"1953-04";"VVP";"-0.76393325"
"1953-05";"LD2010100";"22.58065156"
"1953-05";"VVP";"-0.7608042"
"1953-06";"LD2010100";"22.6072231"
"1953-06";"VVP";"-0.93410843"
"1953-07";"LD2010100";"22.58065156"
"1953-07";"VVP";"-0.81914741"
"1953-08";"LD2010100";"22.6072231"
"1953-08";"VVP";"-0.93410843"
"1953-09";"LD2010100";"22.67385024"
"1953-09";"VVP";"-0.81580785"
"1953-10";"LD2010100";"22.70042177"
"1953-10";"VVP";"-0.40974693"
"1953-11";"LD2010100";"22.70042177"
"1953-11";"VVP";"-0.46732832"
"1953-12";"LD2010100";"22.66056447"
"1953-12";"VVP";"-0.52619438"
"1954-01";"LD2010100";"22.62060801"
"1954-01";"VVP";"-0.05869856"
"1954-02";"LD2010100";"22.58065156"
"1954-02";"VVP";"0"
"1954-03";"LD2010100";"22.56726664"
"1954-03";"VVP";"0.05890654"
"1954-04";"LD2010100";"22.59403647"
"1954-04";"VVP";"0.47396917"
"1954-05";"LD2010100";"22.66056447"
"1954-05";"VVP";"0.35389992"
"1954-06";"LD2010100";"22.71380669"
"1954-06";"VVP";"0.47145814"
"1954-07";"LD2010100";"22.78043383"
"1954-07";"VVP";"0.88474981"
"1954-08";"LD2010100";"22.87373166"
"1954-08";"VVP";"1.17886464"
"1954-09";"LD2010100";"22.91358896"
"1954-09";"VVP";"1.05733576"
"1954-10";"LD2010100";"22.98031525"
"1954-10";"VVP";"1.232988"
"1954-11";"LD2010100";"23.04694239"
"1954-11";"VVP";"1.52649417"
"1954-12";"LD2010100";"23.03355747"
"1954-12";"VVP";"1.64600051"
"1955-01";"LD2010100";"22.96693033"
"1955-01";"VVP";"1.53100359"
"1955-02";"LD2010100";"22.88701742"
"1955-02";"VVP";"1.35676274"
"1955-03";"LD2010100";"22.86034674"
"1955-03";"VVP";"1.29869559"
"1955-04";"LD2010100";"22.87373166"
"1955-04";"VVP";"1.23791595"
"1955-05";"LD2010100";"22.95364456"
"1955-05";"VVP";"1.29334862"
"1955-06";"LD2010100";"22.95364456"
"1955-06";"VVP";"1.05591228"
"1955-07";"LD2010100";"22.96693033"
"1955-07";"VVP";"0.81866967"
"1955-08";"LD2010100";"23.02017256"
"1955-08";"VVP";"0.6402143"
"1955-09";"LD2010100";"23.06022816"
"1955-09";"VVP";"0.63996608"
"1955-10";"LD2010100";"23.10018461"
"1955-10";"VVP";"0.52161758"
"1955-11";"LD2010100";"23.12675615"
"1955-11";"VVP";"0.34630954"
"1955-12";"LD2010100";"23.12675615"
"1955-12";"VVP";"0.40462129"
"1956-01";"LD2010100";"22.99360102"
"1956-01";"VVP";"0.11612647"
"1956-02";"LD2010100";"23.04694239"
"1956-02";"VVP";"0.69875844"
"1956-03";"LD2010100";"23.11356953"
"1956-03";"VVP";"1.10769444"
"1956-04";"LD2010100";"23.07351393"
"1956-04";"VVP";"0.87341355"
"1956-05";"LD2010100";"23.3133518"
"1956-05";"VVP";"1.56710293"
"1956-06";"LD2010100";"23.36669317"
"1956-06";"VVP";"1.7994903"
"1956-07";"LD2010100";"23.39326471"
"1956-07";"VVP";"1.85629673"
"1956-08";"LD2010100";"23.47317762"
"1956-08";"VVP";"1.96786128"
"1956-09";"LD2010100";"23.51313407"
"1956-09";"VVP";"1.96401316"
"1956-10";"LD2010100";"23.53980476"
"1956-10";"VVP";"1.90310231"
"1956-11";"LD2010100";"23.6064319"
"1956-11";"VVP";"2.07411599"
"1956-12";"LD2010100";"23.63310258"
"1956-12";"VVP";"2.18943993"
"1957-01";"LD2010100";"23.59304698"
"1957-01";"VVP";"2.60701211"
"1957-02";"LD2010100";"23.55309053"
"1957-02";"VVP";"2.19616177"
"1957-03";"LD2010100";"23.48646339"
"1957-03";"VVP";"1.61331143"
"1957-04";"LD2010100";"23.56647544"
"1957-04";"VVP";"2.1364822"
"1957-05";"LD2010100";"23.71301549"
"1957-05";"VVP";"1.71431245"
"1957-06";"LD2010100";"23.72630126"
"1957-06";"VVP";"1.53897724"
"1957-07";"LD2010100";"23.77964263"
"1957-07";"VVP";"1.65166311"
"1957-08";"LD2010100";"23.91279776"
"1957-08";"VVP";"1.87286167"
"1957-09";"LD2010100";"23.96603999"
"1957-09";"VVP";"1.92618268"
"1957-10";"LD2010100";"24.04605204"
"1957-10";"VVP";"2.15060104"
"1957-11";"LD2010100";"24.11258004"
"1957-11";"VVP";"2.14411115"
"1957-12";"LD2010100";"24.11258004"
"1957-12";"VVP";"2.02883837"
"1958-01";"LD2010100";"24.04605204"
"1958-01";"VVP";"1.92007867"
"1958-02";"LD2010100";"24.04605204"
"1958-02";"VVP";"2.09298018"
"1958-03";"LD2010100";"24.04605204"
"1958-03";"VVP";"2.38260077"
"1958-04";"LD2010100";"24.07262358"
"1958-04";"VVP";"2.14774644"
"1958-05";"LD2010100";"24.272505"
"1958-05";"VVP";"2.35941949"
"1958-06";"LD2010100";"24.29917569"
"1958-06";"VVP";"2.41451215"
"1958-07";"LD2010100";"24.29917569"
"1958-07";"VVP";"2.18478075"
"1958-08";"LD2010100";"24.32574723"
"1958-08";"VVP";"1.72689731"
"1958-09";"LD2010100";"24.36570368"
"1958-09";"VVP";"1.66762507"
"1958-10";"LD2010100";"24.35241791"
"1958-10";"VVP";"1.27407969"
"1958-11";"LD2010100";"24.36570368"
"1958-11";"VVP";"1.04975761"
"1958-12";"LD2010100";"24.32574723"
"1958-12";"VVP";"0.88404969"
"1959-01";"LD2010100";"24.17920718"
"1959-01";"VVP";"0.55375049"
"1959-02";"LD2010100";"24.09939342"
"1959-02";"VVP";"0.22183006"
"1959-03";"LD2010100";"24.05933781"
"1959-03";"VVP";"0.05525135"
"1959-04";"LD2010100";"23.96603999"
"1959-04";"VVP";"-0.44275853"
"1959-05";"LD2010100";"23.99280982"
"1959-05";"VVP";"-1.1523128"
"1959-06";"LD2010100";"23.96603999"
"1959-06";"VVP";"-1.37097531"
"1959-07";"LD2010100";"23.96603999"
"1959-07";"VVP";"-1.37097531"
"1959-08";"LD2010100";"24.04605204"
"1959-08";"VVP";"-1.14979071"
"1959-09";"LD2010100";"24.12596495"
"1959-09";"VVP";"-0.98391875"
"1959-10";"LD2010100";"24.16592141"
"1959-10";"VVP";"-0.76582335"
"1959-11";"LD2010100";"24.19259209"
"1959-11";"VVP";"-0.71047235"
"1959-12";"LD2010100";"24.17920718"
"1959-12";"VVP";"-0.60240718"
"1960-01";"LD2010100";"24.11258004"
"1960-01";"VVP";"-0.27555552"
"1960-02";"LD2010100";"24.23254855"
"1960-02";"VVP";"0.55252483"
"1960-03";"LD2010100";"24.23254855"
"1960-03";"VVP";"0.71993143"
"1960-04";"LD2010100";"24.272505"
"1960-04";"VVP";"1.27874699"
"1960-05";"LD2010100";"24.3790886"
"1960-05";"VVP";"1.60997723"
"1960-06";"LD2010100";"24.40575928"
"1960-06";"VVP";"1.83475991"
"1960-07";"LD2010100";"24.47228727"
"1960-07";"VVP";"2.11235267"
"1960-08";"LD2010100";"24.5255295"
"1960-08";"VVP";"1.99399657"
"1960-09";"LD2010100";"24.59225578"
"1960-09";"VVP";"1.93273443"
"1960-10";"LD2010100";"24.63211309"
"1960-10";"VVP";"1.92912853"
"1960-11";"LD2010100";"24.63211309"
"1960-11";"VVP";"1.8167586"
"1960-12";"LD2010100";"24.60554155"
"1960-12";"VVP";"1.76322728"
"1961-01";"LD2010100";"24.53891441"
"1961-01";"VVP";"1.76809938"
"1961-02";"LD2010100";"24.55229933"
"1961-02";"VVP";"1.31950951"
"1961-03";"LD2010100";"24.55229933"
"1961-03";"VVP";"1.31950951"
"1961-04";"LD2010100";"24.55229933"
"1961-04";"VVP";"1.15272127"
"1961-05";"LD2010100";"24.73869669"
"1961-05";"VVP";"1.47506782"
"1961-06";"LD2010100";"24.77875229"
"1961-06";"VVP";"1.52829913"
"1961-07";"LD2010100";"24.83209366"
"1961-07";"VVP";"1.47026055"
"1961-08";"LD2010100";"24.95186387"
"1961-08";"VVP";"1.73832894"
"1961-09";"LD2010100";"24.99182033"
"1961-09";"VVP";"1.6247576"
"1961-10";"LD2010100";"25.09840392"
"1961-10";"VVP";"1.89302002"
"1961-11";"LD2010100";"25.44482539"
"1961-11";"VVP";"3.29940146"
"1961-12";"LD2010100";"25.47149608"
"1961-12";"VVP";"3.51934755"
"1962-01";"LD2010100";"25.49816676"
"1962-01";"VVP";"3.9091067"
"1962-02";"LD2010100";"25.56469475"
"1962-02";"VVP";"4.12342409"
"1962-03";"LD2010100";"25.60475036"
"1962-03";"VVP";"4.28656808"
"1962-04";"LD2010100";"25.72452057"
"1962-04";"VVP";"4.77438478"
"1962-05";"LD2010100";"25.92440199"
"1962-05";"VVP";"4.79291743"
"1962-06";"LD2010100";"25.99102913"
"1962-06";"VVP";"4.89240471"
"1962-07";"LD2010100";"26.07094204"
"1962-07";"VVP";"4.98890025"
"1962-08";"LD2010100";"26.17752563"
"1962-08";"VVP";"4.91210503"
"1962-09";"LD2010100";"26.16423987"
"1962-09";"VVP";"4.69121305"
"1962-10";"LD2010100";"26.12428341"
"1962-10";"VVP";"4.08742919"
"1962-11";"LD2010100";"26.24415277"
"1962-11";"VVP";"3.1414143"
"1962-12";"LD2010100";"26.297395"
"1962-12";"VVP";"3.2424437"
"1963-01";"LD2010100";"26.37740705"
"1963-01";"VVP";"3.44824905"
"1963-02";"LD2010100";"26.53723287"
"1963-02";"VVP";"3.80422347"
"1963-03";"LD2010100";"26.53723287"
"1963-03";"VVP";"3.64183404"
"1963-04";"LD2010100";"26.57718933"
"1963-04";"VVP";"3.31461475"
"1963-05";"LD2010100";"26.73711429"
"1963-05";"VVP";"3.13493171"
"1963-06";"LD2010100";"26.80374143"
"1963-06";"VVP";"3.12689542"
"1963-07";"LD2010100";"26.85698365"
"1963-07";"VVP";"3.0150104"
"1963-08";"LD2010100";"26.93689656"
"1963-08";"VVP";"2.90085067"
"1963-09";"LD2010100";"27.01680947"
"1963-09";"VVP";"3.25853"
"1963-10";"LD2010100";"27.12329392"
"1963-10";"VVP";"3.82406856"
"1963-11";"LD2010100";"27.28321888"
"1963-11";"VVP";"3.95922901"
"1963-12";"LD2010100";"27.30988957"
"1963-12";"VVP";"3.8501706"
"1964-01";"LD2010100";"27.33646111"
"1964-01";"VVP";"3.63589208"
"1964-02";"LD2010100";"27.37651671"
"1964-02";"VVP";"3.16266523"
"1964-03";"LD2010100";"27.38980248"
"1964-03";"VVP";"3.21272987"
"1964-04";"LD2010100";"27.56301321"
"1964-04";"VVP";"3.70928571"
"1964-05";"LD2010100";"27.70955326"
"1964-05";"VVP";"3.63703786"
"1964-06";"LD2010100";"27.66959681"
"1964-06";"VVP";"3.23035266"
"1964-07";"LD2010100";"27.68298172"
"1964-07";"VVP";"3.07554295"
"1964-08";"LD2010100";"27.74950972"
"1964-08";"VVP";"3.01672893"
"1964-09";"LD2010100";"27.80275194"
"1964-09";"VVP";"2.90908691"
"1964-10";"LD2010100";"27.882764"
"1964-10";"VVP";"2.8000658"
"1964-11";"LD2010100";"27.90933553"
"1964-11";"VVP";"2.29487822"
"1964-12";"LD2010100";"27.94939114"
"1964-12";"VVP";"2.3416483"
"1965-01";"LD2010100";"27.97596267"
"1965-01";"VVP";"2.33937218"
"1965-02";"LD2010100";"28.0692605"
"1965-02";"VVP";"2.53043072"
"1965-03";"LD2010100";"28.08254627"
"1965-03";"VVP";"2.5292033"
"1965-04";"LD2010100";"28.17584409"
"1965-04";"VVP";"2.22338129"
"1965-05";"LD2010100";"28.48220996"
"1965-05";"VVP";"2.78841268"
"1965-06";"LD2010100";"28.58879355"
"1965-06";"VVP";"3.32204604"
"1965-07";"LD2010100";"28.66880561"
"1965-07";"VVP";"3.56111887"
"1965-08";"LD2010100";"28.82863143"
"1965-08";"VVP";"3.8887956"
"1965-09";"LD2010100";"28.90854434"
"1965-09";"VVP";"3.97727678"
"1965-10";"LD2010100";"29.00174301"
"1965-10";"VVP";"4.01315673"
"1965-11";"LD2010100";"29.25486666"
"1965-11";"VVP";"4.82107903"
"1965-12";"LD2010100";"29.3214938"
"1965-12";"VVP";"4.9092399"
"1966-01";"LD2010100";"29.48131961"
"1966-01";"VVP";"5.38089416"
"1966-02";"LD2010100";"29.56133167"
"1966-02";"VVP";"5.31567681"
"1966-03";"LD2010100";"29.60128812"
"1966-03";"VVP";"5.40813444"
"1966-04";"LD2010100";"29.64124458"
"1966-04";"VVP";"5.20091069"
"1966-05";"LD2010100";"30.01423759"
"1966-05";"VVP";"5.3788931"
"1966-06";"LD2010100";"29.97428113"
"1966-06";"VVP";"4.84626109"
"1966-07";"LD2010100";"29.97428113"
"1966-07";"VVP";"4.55364461"
"1966-08";"LD2010100";"30.06757896"
"1966-08";"VVP";"4.29762867"
"1966-09";"LD2010100";"30.09415049"
"1966-09";"VVP";"4.10123092"
"1966-10";"LD2010100";"30.15433304"
"1966-10";"VVP";"3.97420952"
"1966-11";"LD2010100";"30.51542835"
"1966-11";"VVP";"4.3088957"
"1966-12";"LD2010100";"30.6659343"
"1966-12";"VVP";"4.58517056"
"1967-01";"LD2010100";"30.7562577"
"1967-01";"VVP";"4.32456247"
"1967-02";"LD2010100";"30.695976"
"1967-02";"VVP";"3.83827204"
"1967-03";"LD2010100";"30.695976"
"1967-03";"VVP";"3.69810891"
"1967-04";"LD2010100";"30.72621599"
"1967-04";"VVP";"3.66034366"
"1967-05";"LD2010100";"31.0572696"
"1967-05";"VVP";"3.47512412"
"1967-06";"LD2010100";"31.26785895"
"1967-06";"VVP";"4.31562583"
"1967-07";"LD2010100";"31.38822405"
"1967-07";"VVP";"4.71718709"
"1967-08";"LD2010100";"31.50858915"
"1967-08";"VVP";"4.79257142"
"1967-09";"LD2010100";"31.38822405"
"1967-09";"VVP";"4.30008335"
"1967-10";"LD2010100";"31.3580832"
"1967-10";"VVP";"3.99196412"
"1967-11";"LD2010100";"31.6590951"
"1967-11";"VVP";"3.74783123"
"1967-12";"LD2010100";"31.7494185"
"1967-12";"VVP";"3.53318504"
"1968-01";"LD2010100";"31.8095019"
"1968-01";"VVP";"3.42448752"
"1968-02";"LD2010100";"31.86968445"
"1968-02";"VVP";"3.82365576"
"1968-03";"LD2010100";"31.7494185"
"1968-03";"VVP";"3.43185863"
"1968-04";"LD2010100";"31.71927765"
"1968-04";"VVP";"3.23196861"
"1968-05";"LD2010100";"31.8095019"
"1968-05";"VVP";"2.42208126"
"1968-06";"LD2010100";"31.83964275"
"1968-06";"VVP";"1.82866311"
"1968-07";"LD2010100";"31.8095019"
"1968-07";"VVP";"1.34215256"
"1968-08";"LD2010100";"31.8998253"
"1968-08";"VVP";"1.24168096"
"1968-09";"LD2010100";"31.92996615"
"1968-09";"VVP";"1.7259406"
"1968-10";"LD2010100";"32.05033125"
"1968-10";"VVP";"2.20755856"
"1968-11";"LD2010100";"32.351244"
"1968-11";"VVP";"2.18625612"
"1968-12";"LD2010100";"32.4415674"
"1968-12";"VVP";"2.18003647"
"1969-01";"LD2010100";"32.53179166"
"1969-01";"VVP";"2.27067294"
"1969-02";"LD2010100";"32.59197421"
"1969-02";"VVP";"2.26638501"
"1969-03";"LD2010100";"32.53179166"
"1969-03";"VVP";"2.46421255"
"1969-04";"LD2010100";"32.4716091"
"1969-04";"VVP";"2.37184296"
"1969-05";"LD2010100";"32.62211505"
"1969-05";"VVP";"2.55462394"
"1969-06";"LD2010100";"32.77252186"
"1969-06";"VVP";"2.92992956"
"1969-07";"LD2010100";"32.77252186"
"1969-07";"VVP";"3.02746003"
"1969-08";"LD2010100";"32.71233931"
"1969-08";"VVP";"2.54707979"
"1969-09";"LD2010100";"32.74248016"
"1969-09";"VVP";"2.54467543"
"1969-10";"LD2010100";"32.80266271"
"1969-10";"VVP";"2.34734377"
"1969-11";"LD2010100";"33.07353376"
"1969-11";"VVP";"2.23264908"
"1969-12";"LD2010100";"33.19379971"
"1969-12";"VVP";"2.31872985"
"1970-01";"LD2010100";"33.28412311"
"1970-01";"VVP";"2.31260381"
"1970-02";"LD2010100";"33.28412311"
"1970-02";"VVP";"2.12367897"
"1970-03";"LD2010100";"33.34430566"
"1970-03";"VVP";"2.49759993"
"1970-04";"LD2010100";"33.31426396"
"1970-04";"VVP";"2.59505111"
"1970-05";"LD2010100";"33.64531756"
"1970-05";"VVP";"3.13653024"
"1970-06";"LD2010100";"33.79572436"
"1970-06";"VVP";"3.1221354"
"1970-07";"LD2010100";"33.88594861"
"1970-07";"VVP";"3.39743997"
"1970-08";"LD2010100";"34.00641286"
"1970-08";"VVP";"3.95591872"
"1970-09";"LD2010100";"34.21700221"
"1970-09";"VVP";"4.50339147"
"1970-10";"LD2010100";"34.39754987"
"1970-10";"VVP";"4.86206615"
"1970-11";"LD2010100";"34.84906772"
"1970-11";"VVP";"5.36844346"
"1970-12";"LD2010100";"34.99947452"
"1970-12";"VVP";"5.43979546"
"1971-01";"LD2010100";"35.21016302"
"1971-01";"VVP";"5.78666262"
"1971-02";"LD2010100";"35.36066897"
"1971-02";"VVP";"6.23884803"
"1971-03";"LD2010100";"35.57125832"
"1971-03";"VVP";"6.67865957"
"1971-04";"LD2010100";"35.60139917"
"1971-04";"VVP";"6.86533316"
"1971-05";"LD2010100";"35.99263532"
"1971-05";"VVP";"6.9766551"
"1971-06";"LD2010100";"36.02267702"
"1971-06";"VVP";"6.58945089"
"1971-07";"LD2010100";"36.17318297"
"1971-07";"VVP";"6.74980177"
"1971-08";"LD2010100";"36.23336552"
"1971-08";"VVP";"6.54862561"
"1971-09";"LD2010100";"36.50423657"
"1971-09";"VVP";"6.68449663"
"1971-10";"LD2010100";"36.65474252"
"1971-10";"VVP";"6.56207395"
"1971-11";"LD2010100";"37.13620293"
"1971-11";"VVP";"6.56297388"
"1971-12";"LD2010100";"37.31675058"
"1971-12";"VVP";"6.62088815"
"1972-01";"LD2010100";"37.55748078"
"1972-01";"VVP";"6.66659158"
"1972-02";"LD2010100";"37.73802843"
"1972-02";"VVP";"6.72317446"
"1972-03";"LD2010100";"37.82835183"
"1972-03";"VVP";"6.34527317"
"1972-04";"LD2010100";"37.85849268"
"1972-04";"VVP";"6.33990113"
"1972-05";"LD2010100";"38.24962968"
"1972-05";"VVP";"6.27071161"
"1972-06";"LD2010100";"38.46041733"
"1972-06";"VVP";"6.76723806"
"1972-07";"LD2010100";"38.49045903"
"1972-07";"VVP";"6.40606071"
"1972-08";"LD2010100";"38.64096498"
"1972-08";"VVP";"6.64470282"
"1972-09";"LD2010100";"38.97201858"
"1972-09";"VVP";"6.76026194"
"1972-10";"LD2010100";"39.33311389"
"1972-10";"VVP";"7.30702545"
"1972-11";"LD2010100";"39.66416749"
"1972-11";"VVP";"6.80727797"
"1972-12";"LD2010100";"39.87475684"
"1972-12";"VVP";"6.85484728"
"1973-01";"LD2010100";"40.32617554"
"1973-01";"VVP";"7.37188625"
"1973-02";"LD2010100";"40.59704659"
"1973-02";"VVP";"7.57596059"
"1973-03";"LD2010100";"40.92800105"
"1973-03";"VVP";"8.19398432"
"1973-04";"LD2010100";"41.01832445"
"1973-04";"VVP";"8.34642782"
"1973-05";"LD2010100";"41.31933635"
"1973-05";"VVP";"8.02545459"
"1973-06";"LD2010100";"41.62014995"
"1973-06";"VVP";"8.21554429"
"1973-07";"LD2010100";"41.68043165"
"1973-07";"VVP";"8.28769699"
"1973-08";"LD2010100";"41.8309376"
"1973-08";"VVP";"8.25541654"
"1973-09";"LD2010100";"42.1920329"
"1973-09";"VVP";"8.26237499"
"1973-10";"LD2010100";"43.06472946"
"1973-10";"VVP";"9.48721116"
"1973-11";"LD2010100";"43.96756686"
"1973-11";"VVP";"10.84958955"
"1973-12";"LD2010100";"44.62967406"
"1973-12";"VVP";"11.92463001"
"1974-01";"LD2010100";"44.99076936"
"1974-01";"VVP";"11.56716143"
"1974-02";"LD2010100";"44.65971576"
"1974-02";"VVP";"10.00730228"
"1974-03";"LD2010100";"44.87040426"
"1974-03";"VVP";"9.63253302"
"1974-04";"LD2010100";"44.59953321"
"1974-04";"VVP";"8.73075343"
"1974-05";"LD2010100";"45.38200552"
"1974-05";"VVP";"9.83236792"
"1974-06";"LD2010100";"45.62273572"
"1974-06";"VVP";"9.61694221"
"1974-07";"LD2010100";"45.77324167"
"1974-07";"VVP";"9.81950008"
"1974-08";"LD2010100";"46.22466037"
"1974-08";"VVP";"10.50352448"
"1974-09";"LD2010100";"46.97699182"
"1974-09";"VVP";"11.34090631"
"1974-10";"LD2010100";"47.27790458"
"1974-10";"VVP";"9.78335444"
"1974-11";"LD2010100";"47.94001178"
"1974-11";"VVP";"9.03494371"
"1974-12";"LD2010100";"48.00019433"
"1974-12";"VVP";"7.55219557"
"1975-01";"LD2010100";"48.27106538"
"1975-01";"VVP";"7.29104228"
"1975-02";"LD2010100";"48.42157133"
"1975-02";"VVP";"8.42337552"
"1975-03";"LD2010100";"48.60211898"
"1975-03";"VVP";"8.31665054"
"1975-04";"LD2010100";"48.72248408"
"1975-04";"VVP";"9.24438121"
"1975-05";"LD2010100";"49.08357938"
"1975-05";"VVP";"8.15647926"
"1975-06";"LD2010100";"49.26412704"
"1975-06";"VVP";"7.98152776"
"1975-07";"LD2010100";"49.17380364"
"1975-07";"VVP";"7.42914822"
"1975-08";"LD2010100";"49.32430959"
"1975-08";"VVP";"6.70561815"
"1975-09";"LD2010100";"49.50485724"
"1975-09";"VVP";"5.38107128"
"1975-10";"LD2010100";"49.56513894"
"1975-10";"VVP";"4.83785053"
"1975-11";"LD2010100";"49.71564489"
"1975-11";"VVP";"3.70386456"
"1975-12";"LD2010100";"49.65536319"
"1975-12";"VVP";"3.44825449"
"1976-01";"LD2010100";"49.92623424"
"1976-01";"VVP";"3.42890476"
"1976-02";"LD2010100";"49.89619254"
"1976-02";"VVP";"3.04538074"
"1976-03";"LD2010100";"49.80586914"
"1976-03";"VVP";"2.47674419"
"1976-04";"LD2010100";"49.80586914"
"1976-04";"VVP";"2.22358337"
"1976-05";"LD2010100";"49.71564489"
"1976-05";"VVP";"1.2877331"
"1976-06";"LD2010100";"49.80586914"
"1976-06";"VVP";"1.09966853"
"1976-07";"LD2010100";"49.89619254"
"1976-07";"VVP";"1.46905231"
"1976-08";"LD2010100";"50.07674019"
"1976-08";"VVP";"1.5254762"
"1976-09";"LD2010100";"49.95637509"
"1976-09";"VVP";"0.91206777"
"1976-10";"LD2010100";"50.07674019"
"1976-10";"VVP";"1.0321796"
"1976-11";"LD2010100";"50.16696444"
"1976-11";"VVP";"0.90780187"
"1976-12";"LD2010100";"50.28732954"
"1976-12";"VVP";"1.27270513"
"1977-01";"LD2010100";"50.37755379"
"1977-01";"VVP";"0.90397275"
"1977-02";"LD2010100";"50.40779379"
"1977-02";"VVP";"1.02533125"
"1977-03";"LD2010100";"50.31747039"
"1977-03";"VVP";"1.02719069"
"1977-04";"LD2010100";"50.37755379"
"1977-04";"VVP";"1.14782588"
"1977-05";"LD2010100";"50.34751209"
"1977-05";"VVP";"1.27096251"
"1977-06";"LD2010100";"50.67856569"
"1977-06";"VVP";"1.75219622"
"1977-07";"LD2010100";"50.70860739"
"1977-07";"VVP";"1.62821012"
"1977-08";"LD2010100";"50.70860739"
"1977-08";"VVP";"1.2617978"
"1977-09";"LD2010100";"50.73884739"
"1977-09";"VVP";"1.56631121"
"1977-10";"LD2010100";"50.85038836"
"1977-10";"VVP";"1.54492519"
"1977-11";"LD2010100";"50.8047805"
"1977-11";"VVP";"1.27138659"
"1977-12";"LD2010100";"50.86565708"
"1977-12";"VVP";"1.15004623"
"1978-01";"LD2010100";"50.89103885"
"1978-01";"VVP";"1.0192735"
"1978-02";"LD2010100";"50.94675976"
"1978-02";"VVP";"1.06921158"
"1978-03";"LD2010100";"51.00257982"
"1978-03";"VVP";"1.36157367"
"1978-04";"LD2010100";"51.09389469"
"1978-04";"VVP";"1.42194459"
"1978-05";"LD2010100";"51.16498347"
"1978-05";"VVP";"1.62365795"
"1978-06";"LD2010100";"51.25124182"
"1978-06";"VVP";"1.13001645"
"1978-07";"LD2010100";"51.26641139"
"1978-07";"VVP";"1.10001838"
"1978-08";"LD2010100";"51.28683579"
"1978-08";"VVP";"1.14029634"
"1978-09";"LD2010100";"51.15992695"
