"CubeId";"plkopr"
"PublishingDate";"2022-10-21 09:00"

"Date";"D0";"Value"
"1978-09";"VVP";"0.82989579"
"1978-10";"LD2010100";"51.05849903"
"1978-10";"VVP";"0.40926072"
"1978-11";"LD2010100";"51.12433298"
"1978-11";"VVP";"0.62898114"
"1978-12";"LD2010100";"51.23607225"
"1978-12";"VVP";"0.72822252"
"1979-01";"LD2010100";"51.42881505"
"1979-01";"VVP";"1.05672081"
"1979-02";"LD2010100";"51.99197302"
"1979-02";"VVP";"2.05157946"
"1979-03";"LD2010100";"52.27107331"
"1979-03";"VVP";"2.48711633"
"1979-04";"LD2010100";"52.4080952"
"1979-04";"VVP";"2.57212826"
"1979-05";"LD2010100";"52.59072495"
"1979-05";"VVP";"2.78655709"
"1979-06";"LD2010100";"53.33145614"
"1979-06";"VVP";"4.05885642"
"1979-07";"LD2010100";"53.45836498"
"1979-07";"VVP";"4.27561345"
"1979-08";"LD2010100";"53.35683791"
"1979-08";"VVP";"4.03612758"
"1979-09";"LD2010100";"53.61561296"
"1979-09";"VVP";"4.8000186"
"1979-10";"LD2010100";"53.59033034"
"1979-10";"VVP";"4.95868731"
"1979-11";"LD2010100";"53.79328533"
"1979-11";"VVP";"5.2205128"
"1979-12";"LD2010100";"53.89471326"
"1979-12";"VVP";"5.18900237"
"1980-01";"LD2010100";"54.05701776"
"1980-01";"VVP";"5.11036996"
"1980-02";"LD2010100";"54.13316306"
"1980-02";"VVP";"4.11830889"
"1980-03";"LD2010100";"54.30062324"
"1980-03";"VVP";"3.88274011"
"1980-04";"LD2010100";"54.5491861"
"1980-04";"VVP";"4.08542019"
"1980-05";"LD2010100";"54.87389426"
"1980-05";"VVP";"4.34139159"
"1980-06";"LD2010100";"55.06683535"
"1980-06";"VVP";"3.25395055"
"1980-07";"LD2010100";"55.24440858"
"1980-07";"VVP";"3.3409993"
"1980-08";"LD2010100";"55.61482375"
"1980-08";"VVP";"4.23185842"
"1980-09";"LD2010100";"55.64020551"
"1980-09";"VVP";"3.77612498"
"1980-10";"LD2010100";"55.53867844"
"1980-10";"VVP";"3.63563369"
"1980-11";"LD2010100";"56.07139812"
"1980-11";"VVP";"4.23493894"
"1980-12";"LD2010100";"56.26424006"
"1980-12";"VVP";"4.39658487"
"1981-01";"LD2010100";"56.81222846"
"1981-01";"VVP";"5.09686034"
"1981-02";"LD2010100";"57.36527338"
"1981-02";"VVP";"5.97066591"
"1981-03";"LD2010100";"57.75085812"
"1981-03";"VVP";"6.35395079"
"1981-04";"LD2010100";"57.62404843"
"1981-04";"VVP";"5.63686198"
"1981-05";"LD2010100";"58.15676811"
"1981-05";"VVP";"5.98257859"
"1981-06";"LD2010100";"58.52718328"
"1981-06";"VVP";"6.28390556"
"1981-07";"LD2010100";"58.8772732"
"1981-07";"VVP";"6.5759861"
"1981-08";"LD2010100";"59.75502628"
"1981-08";"VVP";"7.44442266"
"1981-09";"LD2010100";"59.80063415"
"1981-09";"VVP";"7.47737827"
"1981-10";"LD2010100";"59.5977783"
"1981-10";"VVP";"7.30860001"
"1981-11";"LD2010100";"59.99853262"
"1981-11";"VVP";"7.00381055"
"1981-12";"LD2010100";"59.98841957"
"1981-12";"VVP";"6.6190879"
"1982-01";"LD2010100";"60.28268944"
"1982-01";"VVP";"6.10865138"
"1982-02";"LD2010100";"60.37915998"
"1982-02";"VVP";"5.25385207"
"1982-03";"LD2010100";"60.48574358"
"1982-03";"VVP";"4.73566202"
"1982-04";"LD2010100";"60.82562131"
"1982-04";"VVP";"5.55596659"
"1982-05";"LD2010100";"61.61215866"
"1982-05";"VVP";"5.94151062"
"1982-06";"LD2010100";"62.15499138"
"1982-06";"VVP";"6.19850111"
"1982-07";"LD2010100";"62.38838467"
"1982-07";"VVP";"5.96344102"
"1982-08";"LD2010100";"62.87043996"
"1982-08";"VVP";"5.21364288"
"1982-09";"LD2010100";"63.11394629"
"1982-09";"VVP";"5.540597"
"1982-10";"LD2010100";"63.27129342"
"1982-10";"VVP";"6.16384574"
"1982-11";"LD2010100";"63.44886664"
"1982-11";"VVP";"5.75069735"
"1982-12";"LD2010100";"63.26108122"
"1982-12";"VVP";"5.45548904"
"1983-01";"LD2010100";"63.16659363"
"1983-01";"VVP";"4.78396737"
"1983-02";"LD2010100";"63.2539426"
"1983-02";"VVP";"4.76121665"
"1983-03";"LD2010100";"63.37460514"
"1983-03";"VVP";"4.77610326"
"1983-04";"LD2010100";"63.57280106"
"1983-04";"VVP";"4.51648448"
"1983-05";"LD2010100";"63.62723305"
"1983-05";"VVP";"3.27057911"
"1983-06";"LD2010100";"63.89007315"
"1983-06";"VVP";"2.79154052"
"1983-07";"LD2010100";"63.76554385"
"1983-07";"VVP";"2.20739677"
"1983-08";"LD2010100";"63.93736652"
"1983-08";"VVP";"1.69702418"
"1983-09";"LD2010100";"64.0165854"
"1983-09";"VVP";"1.43017378"
"1983-10";"LD2010100";"64.16996663"
"1983-10";"VVP";"1.42034904"
"1983-11";"LD2010100";"64.5764715"
"1983-11";"VVP";"1.77718675"
"1983-12";"LD2010100";"64.6125612"
"1983-12";"VVP";"2.13635295"
"1984-01";"LD2010100";"64.84466557"
"1984-01";"VVP";"2.65658134"
"1984-02";"LD2010100";"65.07875288"
"1984-02";"VVP";"2.88489572"
"1984-03";"LD2010100";"65.50191454"
"1984-03";"VVP";"3.35672213"
"1984-04";"LD2010100";"65.59838509"
"1984-04";"VVP";"3.18624317"
"1984-05";"LD2010100";"65.46205723"
"1984-05";"VVP";"2.8837089"
"1984-06";"LD2010100";"65.67274573"
"1984-06";"VVP";"2.79021841"
"1984-07";"LD2010100";"65.55664398"
"1984-07";"VVP";"2.80888394"
"1984-08";"LD2010100";"65.78924408"
"1984-08";"VVP";"2.89639323"
"1984-09";"LD2010100";"65.74899018"
"1984-09";"VVP";"2.70618118"
"1984-10";"LD2010100";"66.16481492"
"1984-10";"VVP";"3.10869461"
"1984-11";"LD2010100";"66.51024491"
"1984-11";"VVP";"2.99454797"
"1984-12";"LD2010100";"66.4889282"
"1984-12";"VVP";"2.9040282"
"1985-01";"LD2010100";"67.1389394"
"1985-01";"VVP";"3.53810728"
"1985-02";"LD2010100";"67.6865312"
"1985-02";"VVP";"4.0071117"
"1985-03";"LD2010100";"68.06309352"
"1985-03";"VVP";"3.91008263"
"1985-04";"LD2010100";"67.98010704"
"1985-04";"VVP";"3.63076309"
"1985-05";"LD2010100";"67.93301196"
"1985-05";"VVP";"3.77463654"
"1985-06";"LD2010100";"67.89940095"
"1985-06";"VVP";"3.39053163"
"1985-07";"LD2010100";"67.75434811"
"1985-07";"VVP";"3.35237438"
"1985-08";"LD2010100";"67.73977343"
"1985-08";"VVP";"2.96481496"
"1985-09";"LD2010100";"67.94867727"
"1985-09";"VVP";"3.34558308"
"1985-10";"LD2010100";"68.11782296"
"1985-10";"VVP";"2.95173203"
"1985-11";"LD2010100";"68.5995808"
"1985-11";"VVP";"3.14137452"
"1985-12";"LD2010100";"68.6419168"
"1985-12";"VVP";"3.23811597"
"1986-01";"LD2010100";"68.61266828"
"1986-01";"VVP";"2.19504343"
"1986-02";"LD2010100";"68.59591235"
"1986-02";"VVP";"1.34351861"
"1986-03";"LD2010100";"68.68048519"
"1986-03";"VVP";"0.90708728"
"1986-04";"LD2010100";"68.64280913"
"1986-04";"VVP";"0.97484708"
"1986-05";"LD2010100";"68.43360784"
"1986-05";"VVP";"0.73689634"
"1986-06";"LD2010100";"68.41982633"
"1986-06";"VVP";"0.76646535"
"1986-07";"LD2010100";"68.09660539"
"1986-07";"VVP";"0.50514437"
"1986-08";"LD2010100";"68.22807501"
"1986-08";"VVP";"0.72084915"
"1986-09";"LD2010100";"68.3467546"
"1986-09";"VVP";"0.58585001"
"1986-10";"LD2010100";"68.36351054"
"1986-10";"VVP";"0.36068031"
"1986-11";"LD2010100";"68.53245793"
"1986-11";"VVP";"-0.09784736"
"1986-12";"LD2010100";"68.66947981"
"1986-12";"VVP";"0.04015478"
"1987-01";"LD2010100";"69.06666482"
"1987-01";"VVP";"0.66168034"
"1987-02";"LD2010100";"69.26942151"
"1987-02";"VVP";"0.9818503"
"1987-03";"LD2010100";"69.3661895"
"1987-03";"VVP";"0.9983976"
"1987-04";"LD2010100";"69.45284444"
"1987-04";"VVP";"1.18007309"
"1987-05";"LD2010100";"69.06795373"
"1987-05";"VVP";"0.92695083"
"1987-06";"LD2010100";"69.28845784"
"1987-06";"VVP";"1.26956111"
"1987-07";"LD2010100";"69.30630439"
"1987-07";"VVP";"1.77644539"
"1987-08";"LD2010100";"69.57578738"
"1987-08";"VVP";"1.9753047"
"1987-09";"LD2010100";"69.4104093"
"1987-09";"VVP";"1.55626219"
"1987-10";"LD2010100";"69.71647772"
"1987-10";"VVP";"1.97907799"
"1987-11";"LD2010100";"69.96999796"
"1987-11";"VVP";"2.09760466"
"1987-12";"LD2010100";"69.96513973"
"1987-12";"VVP";"1.88680607"
"1988-01";"LD2010100";"70.14380358"
"1988-01";"VVP";"1.55956388"
"1988-02";"LD2010100";"70.48655659"
"1988-02";"VVP";"1.75710298"
"1988-03";"LD2010100";"70.64965427"
"1988-03";"VVP";"1.85027429"
"1988-04";"LD2010100";"70.78459406"
"1988-04";"VVP";"1.91748751"
"1988-05";"LD2010100";"70.61277139"
"1988-05";"VVP";"2.23666342"
"1988-06";"LD2010100";"70.72262685"
"1988-06";"VVP";"2.0698527"
"1988-07";"LD2010100";"70.56141297"
"1988-07";"VVP";"1.81095874"
"1988-08";"LD2010100";"70.80759629"
"1988-08";"VVP";"1.77045629"
"1988-09";"LD2010100";"70.82593858"
"1988-09";"VVP";"2.03936167"
"1988-10";"LD2010100";"70.93906591"
"1988-10";"VVP";"1.75365742"
"1988-11";"LD2010100";"71.19962562"
"1988-11";"VVP";"1.75736415"
"1988-12";"LD2010100";"71.32851741"
"1988-12";"VVP";"1.94865283"
"1989-01";"LD2010100";"71.71965441"
"1989-01";"VVP";"2.2466002"
"1989-02";"LD2010100";"72.08015483"
"1989-02";"VVP";"2.26085415"
"1989-03";"LD2010100";"72.27378995"
"1989-03";"VVP";"2.29885864"
"1989-04";"LD2010100";"72.65421902"
"1989-04";"VVP";"2.64128797"
"1989-05";"LD2010100";"72.70428853"
"1989-05";"VVP";"2.96195305"
"1989-06";"LD2010100";"72.82861953"
"1989-06";"VVP";"2.97782021"
"1989-07";"LD2010100";"72.66740565"
"1989-07";"VVP";"2.98462373"
"1989-08";"LD2010100";"72.90873073"
"1989-08";"VVP";"2.96738564"
"1989-09";"LD2010100";"73.22580453"
"1989-09";"VVP";"3.38839979"
"1989-10";"LD2010100";"73.51521617"
"1989-10";"VVP";"3.6314973"
"1989-11";"LD2010100";"74.36381988"
"1989-11";"VVP";"4.44411643"
"1989-12";"LD2010100";"74.9106185"
"1989-12";"VVP";"5.0219761"
"1990-01";"LD2010100";"75.35152757"
"1990-01";"VVP";"5.06398585"
"1990-02";"LD2010100";"75.59582708"
"1990-02";"VVP";"4.87744825"
"1990-03";"LD2010100";"75.85618849"
"1990-03";"VVP";"4.95670497"
"1990-04";"LD2010100";"76.0122467"
"1990-04";"VVP";"4.62193073"
"1990-05";"LD2010100";"76.38196784"
"1990-05";"VVP";"5.05840768"
"1990-06";"LD2010100";"76.48835314"
"1990-06";"VVP";"5.0251311"
"1990-07";"LD2010100";"76.5260292"
"1990-07";"VVP";"5.30997842"
"1990-08";"LD2010100";"77.34409547"
"1990-08";"VVP";"6.08344802"
"1990-09";"LD2010100";"77.71153621"
"1990-09";"VVP";"6.12588924"
"1990-10";"LD2010100";"78.18496567"
"1990-10";"VVP";"6.35208565"
"1990-11";"LD2010100";"78.86719982"
"1990-11";"VVP";"6.05587495"
"1990-12";"LD2010100";"78.86293647"
"1990-12";"VVP";"5.27604504"
"1991-01";"LD2010100";"79.50293378"
"1991-01";"VVP";"5.5093856"
"1991-02";"LD2010100";"80.29323873"
"1991-02";"VVP";"6.21385047"
"1991-03";"LD2010100";"80.30563217"
"1991-03";"VVP";"5.86563044"
"1991-04";"LD2010100";"80.49857327"
"1991-04";"VVP";"5.9021102"
"1991-05";"LD2010100";"81.17793214"
"1991-05";"VVP";"6.27892215"
"1991-06";"LD2010100";"81.51126613"
"1991-06";"VVP";"6.56689913"
"1991-07";"LD2010100";"81.53952318"
"1991-07";"VVP";"6.55135779"
"1991-08";"LD2010100";"81.96367631"
"1991-08";"VVP";"5.97276472"
"1991-09";"LD2010100";"82.12251065"
"1991-09";"VVP";"5.67608705"
"1991-10";"LD2010100";"82.19508665"
"1991-10";"VVP";"5.12901802"
"1991-11";"LD2010100";"83.18249689"
"1991-11";"VVP";"5.4715992"
"1991-12";"LD2010100";"82.98499501"
"1991-12";"VVP";"5.22686413"
"1992-01";"LD2010100";"83.37523969"
"1992-01";"VVP";"4.87064531"
"1992-02";"LD2010100";"83.97032316"
"1992-02";"VVP";"4.5795692"
"1992-03";"LD2010100";"84.21561415"
"1992-03";"VVP";"4.8688764"
"1992-04";"LD2010100";"84.34995905"
"1992-04";"VVP";"4.78441496"
"1992-05";"LD2010100";"84.57224781"
"1992-05";"VVP";"4.18132808"
"1992-06";"LD2010100";"84.90825879"
"1992-06";"VVP";"4.16751305"
"1992-07";"LD2010100";"84.65285475"
"1992-07";"VVP";"3.81818712"
"1992-08";"LD2010100";"84.87425119"
"1992-08";"VVP";"3.55105457"
"1992-09";"LD2010100";"84.9741919"
"1992-09";"VVP";"3.47247207"
"1992-10";"LD2010100";"85.09763057"
"1992-10";"VVP";"3.53128641"
"1992-11";"LD2010100";"85.91619258"
"1992-11";"VVP";"3.2863833"
"1992-12";"LD2010100";"85.82378708"
"1992-12";"VVP";"3.42084984"
"1993-01";"LD2010100";"86.26400211"
"1993-01";"VVP";"3.46477255"
"1993-02";"LD2010100";"86.81764191"
"1993-02";"VVP";"3.39086316"
"1993-03";"LD2010100";"87.27996685"
"1993-03";"VVP";"3.63869898"
"1993-04";"LD2010100";"87.54518649"
"1993-04";"VVP";"3.78806045"
"1993-05";"LD2010100";"87.59664405"
"1993-05";"VVP";"3.57610956"
"1993-06";"LD2010100";"87.57413757"
"1993-06";"VVP";"3.13971669"
"1993-07";"LD2010100";"87.51990387"
"1993-07";"VVP";"3.38683098"
"1993-08";"LD2010100";"87.95139392"
"1993-08";"VVP";"3.62553152"
"1993-09";"LD2010100";"87.89735851"
"1993-09";"VVP";"3.44006403"
"1993-10";"LD2010100";"87.96279588"
"1993-10";"VVP";"3.36691549"
"1993-11";"LD2010100";"87.84441373"
"1993-11";"VVP";"2.24430471"
"1993-12";"LD2010100";"87.95426919"
"1993-12";"VVP";"2.48239117"
"1994-01";"LD2010100";"88.05708518"
"1994-01";"VVP";"2.07859945"
"1994-02";"LD2010100";"88.41451203"
"1994-02";"VVP";"1.83933827"
"1994-03";"LD2010100";"88.41590009"
"1994-03";"VVP";"1.30148222"
"1994-04";"LD2010100";"88.46210284"
"1994-04";"VVP";"1.04736353"
"1994-05";"LD2010100";"87.91302382"
"1994-05";"VVP";"0.36117795"
"1994-06";"LD2010100";"88.05133462"
"1994-06";"VVP";"0.54490638"
"1994-07";"LD2010100";"88.03606591"
"1994-07";"VVP";"0.58976532"
"1994-08";"LD2010100";"88.38179334"
"1994-08";"VVP";"0.48936055"
"1994-09";"LD2010100";"88.4175856"
"1994-09";"VVP";"0.59185748"
"1994-10";"LD2010100";"88.34481131"
"1994-10";"VVP";"0.43429205"
"1994-11";"LD2010100";"88.33846587"
"1994-11";"VVP";"0.56241725"
"1994-12";"LD2010100";"88.32369289"
"1994-12";"VVP";"0.42001792"
"1995-01";"LD2010100";"88.95080101"
"1995-01";"VVP";"1.01492779"
"1995-02";"LD2010100";"89.74378295"
"1995-02";"VVP";"1.50345333"
"1995-03";"LD2010100";"89.79880983"
"1995-03";"VVP";"1.56409621"
"1995-04";"LD2010100";"89.87436025"
"1995-04";"VVP";"1.59645471"
"1995-05";"LD2010100";"89.70501627"
"1995-05";"VVP";"2.03836971"
"1995-06";"LD2010100";"89.88308523"
"1995-06";"VVP";"2.08032123"
"1995-07";"LD2010100";"89.82250609"
"1995-07";"VVP";"2.02921401"
"1995-08";"LD2010100";"90.1070595"
"1995-08";"VVP";"1.9520606"
"1995-09";"LD2010100";"90.18419628"
"1995-09";"VVP";"1.9980309"
"1995-10";"LD2010100";"90.08633767"
"1995-10";"VVP";"1.97128312"
"1995-11";"LD2010100";"90.01921479"
"1995-11";"VVP";"1.90262408"
"1995-12";"LD2010100";"90.04429912"
"1995-12";"VVP";"1.94806871"
"1996-01";"LD2010100";"90.30138866"
"1996-01";"VVP";"1.51835355"
"1996-02";"LD2010100";"90.44594576"
"1996-02";"VVP";"0.7824083"
"1996-03";"LD2010100";"90.60577158"
"1996-03";"VVP";"0.898633"
"1996-04";"LD2010100";"90.69341799"
"1996-04";"VVP";"0.91133638"
"1996-05";"LD2010100";"90.36226524"
"1996-05";"VVP";"0.73267806"
"1996-06";"LD2010100";"90.53854955"
"1996-06";"VVP";"0.72924101"
"1996-07";"LD2010100";"90.4120373"
"1996-07";"VVP";"0.65632906"
"1996-08";"LD2010100";"90.64572803"
"1996-08";"VVP";"0.59780946"
"1996-09";"LD2010100";"90.69867281"
"1996-09";"VVP";"0.57047305"
"1996-10";"LD2010100";"90.84313076"
"1996-10";"VVP";"0.84007532"
"1996-11";"LD2010100";"90.67606717"
"1996-11";"VVP";"0.7296802"
"1996-12";"LD2010100";"90.74784999"
"1996-12";"VVP";"0.7813386"
"1997-01";"LD2010100";"91.05094398"
"1997-01";"VVP";"0.83005958"
"1997-02";"LD2010100";"91.21057151"
"1997-02";"VVP";"0.84539527"
"1997-03";"LD2010100";"91.07930018"
"1997-03";"VVP";"0.52262521"
"1997-04";"LD2010100";"91.16704574"
"1997-04";"VVP";"0.52222946"
"1997-05";"LD2010100";"90.88338466"
"1997-05";"VVP";"0.57670026"
"1997-06";"LD2010100";"90.97469953"
"1997-06";"VVP";"0.48172848"
"1997-07";"LD2010100";"90.8757503"
"1997-07";"VVP";"0.51288856"
"1997-08";"LD2010100";"91.07583001"
"1997-08";"VVP";"0.47448677"
"1997-09";"LD2010100";"91.07414451"
"1997-09";"VVP";"0.41397705"
"1997-10";"LD2010100";"91.08098569"
"1997-10";"VVP";"0.26183039"
"1997-11";"LD2010100";"91.05401756"
"1997-11";"VVP";"0.41681382"
"1997-12";"LD2010100";"91.0983365"
"1997-12";"VVP";"0.38622019"
"1998-01";"LD2010100";"91.06492379"
"1998-01";"VVP";"0.01535382"
"1998-02";"LD2010100";"91.1767622"
"1998-02";"VVP";"-0.03706731"
"1998-03";"LD2010100";"91.10944103"
"1998-03";"VVP";"0.03309297"
"1998-04";"LD2010100";"91.14642305"
"1998-04";"VVP";"-0.02262077"
"1998-05";"LD2010100";"90.95824104"
"1998-05";"VVP";"0.08236531"
"1998-06";"LD2010100";"91.06651015"
"1998-06";"VVP";"0.10091884"
"1998-07";"LD2010100";"90.9439638"
"1998-07";"VVP";"0.07506238"
"1998-08";"LD2010100";"91.20313544"
"1998-08";"VVP";"0.1397796"
"1998-09";"LD2010100";"91.13036115"
"1998-09";"VVP";"0.06172624"
"1998-10";"LD2010100";"91.11211801"
"1998-10";"VVP";"0.03418093"
"1998-11";"LD2010100";"90.96438819"
"1998-11";"VVP";"-0.09843538"
"1998-12";"LD2010100";"90.94495527"
"1998-12";"VVP";"-0.16836886"
"1999-01";"LD2010100";"91.13145178"
"1999-01";"VVP";"0.07305556"
"1999-02";"LD2010100";"91.43930486"
"1999-02";"VVP";"0.28794909"
"1999-03";"LD2010100";"91.53498222"
"1999-03";"VVP";"0.46706597"
"1999-04";"LD2010100";"91.68776857"
"1999-04";"VVP";"0.59392952"
"1999-05";"LD2010100";"91.48193829"
"1999-05";"VVP";"0.57575569"
"1999-06";"LD2010100";"91.58931507"
"1999-06";"VVP";"0.57409131"
"1999-07";"LD2010100";"91.61241644"
"1999-07";"VVP";"0.73501596"
"1999-08";"LD2010100";"92.0658181"
"1999-08";"VVP";"0.94589144"
"1999-09";"LD2010100";"92.23982201"
"1999-09";"VVP";"1.21744372"
"1999-10";"LD2010100";"92.23883054"
"1999-10";"VVP";"1.23662203"
"1999-11";"LD2010100";"92.15088668"
"1999-11";"VVP";"1.30435493"
"1999-12";"LD2010100";"92.46191248"
"1999-12";"VVP";"1.66799488"
"2000-01";"LD2010100";"92.57613043"
"2000-01";"VVP";"1.585269"
"2000-02";"LD2010100";"92.92413826"
"2000-02";"VVP";"1.6238459"
"2000-03";"LD2010100";"92.8923119"
"2000-03";"VVP";"1.48285349"
"2000-04";"LD2010100";"92.97351373"
"2000-04";"VVP";"1.40230827"
"2000-05";"LD2010100";"92.92780672"
"2000-05";"VVP";"1.58049605"
"2000-06";"LD2010100";"93.27373245"
"2000-06";"VVP";"1.83909813"
"2000-07";"LD2010100";"93.34273913"
"2000-07";"VVP";"1.88874254"
"2000-08";"LD2010100";"93.10131489"
"2000-08";"VVP";"1.12473535"
"2000-09";"LD2010100";"93.56800232"
"2000-09";"VVP";"1.43992072"
"2000-10";"LD2010100";"93.46766502"
"2000-10";"VVP";"1.3322312"
"2000-11";"LD2010100";"93.91313487"
"2000-11";"VVP";"1.91235077"
"2000-12";"LD2010100";"93.84274012"
"2000-12";"VVP";"1.49340156"
"2001-01";"LD2010100";"93.7755181"
"2001-01";"VVP";"1.29556902"
"2001-02";"LD2010100";"93.64870841"
"2001-02";"VVP";"0.77974373"
"2001-03";"LD2010100";"93.79871862"
"2001-03";"VVP";"0.97576075"
"2001-04";"LD2010100";"94.05808855"
"2001-04";"VVP";"1.16654172"
"2001-05";"LD2010100";"94.56879748"
"2001-05";"VVP";"1.765877"
"2001-06";"LD2010100";"94.74775877"
"2001-06";"VVP";"1.58032308"
"2001-07";"LD2010100";"94.60449059"
"2001-07";"VVP";"1.35174034"
"2001-08";"LD2010100";"94.07970272"
"2001-08";"VVP";"1.05088507"
"2001-09";"LD2010100";"94.19947293"
"2001-09";"VVP";"0.6748788"
"2001-10";"LD2010100";"94.05670049"
"2001-10";"VVP";"0.63020241"
"2001-11";"LD2010100";"94.182717"
"2001-11";"VVP";"0.28705477"
"2001-12";"LD2010100";"94.14791622"
"2001-12";"VVP";"0.32519947"
"2002-01";"LD2010100";"94.26441456"
"2002-01";"VVP";"0.52134766"
"2002-02";"LD2010100";"94.26144014"
"2002-02";"VVP";"0.65428744"
"2002-03";"LD2010100";"94.27670886"
"2002-03";"VVP";"0.50959144"
"2002-04";"LD2010100";"95.09011519"
"2002-04";"VVP";"1.09722263"
"2002-05";"LD2010100";"95.18143006"
"2002-05";"VVP";"0.64781683"
"2002-06";"LD2010100";"95.05660332"
"2002-06";"VVP";"0.32596502"
"2002-07";"LD2010100";"94.55561086"
"2002-07";"VVP";"-0.05166745"
"2002-08";"LD2010100";"94.52418109"
"2002-08";"VVP";"0.47244875"
"2002-09";"LD2010100";"94.66744927"
"2002-09";"VVP";"0.49679295"
"2002-10";"LD2010100";"95.22039504"
"2002-10";"VVP";"1.23722664"
"2002-11";"LD2010100";"95.04500306"
"2002-11";"VVP";"0.91554596"
"2002-12";"LD2010100";"94.98670432"
"2002-12";"VVP";"0.89092583"
"2003-01";"LD2010100";"95.06265132"
"2003-01";"VVP";"0.84680604"
"2003-02";"LD2010100";"95.15624659"
"2003-02";"VVP";"0.94928154"
"2003-03";"LD2010100";"95.53915435"
"2003-03";"VVP";"1.33908524"
"2003-04";"LD2010100";"95.72902187"
"2003-04";"VVP";"0.671896"
"2003-05";"LD2010100";"95.57554149"
"2003-05";"VVP";"0.41406336"
"2003-06";"LD2010100";"95.57762359"
"2003-06";"VVP";"0.54811581"
"2003-07";"LD2010100";"94.81151063"
"2003-07";"VVP";"0.27063415"
"2003-08";"LD2010100";"95.03221303"
"2003-08";"VVP";"0.53746241"
"2003-09";"LD2010100";"95.16973066"
"2003-09";"VVP";"0.53057454"
"2003-10";"LD2010100";"95.65238083"
"2003-10";"VVP";"0.45366939"
"2003-11";"LD2010100";"95.53211488"
"2003-11";"VVP";"0.51250649"
"2003-12";"LD2010100";"95.55075461"
"2003-12";"VVP";"0.59382026"
"2004-01";"LD2010100";"95.22664134"
"2004-01";"VVP";"0.1725073"
"2004-02";"LD2010100";"95.24260409"
"2004-02";"VVP";"0.09075337"
"2004-03";"LD2010100";"95.44645141"
"2004-03";"VVP";"-0.09703136"
"2004-04";"LD2010100";"96.2516285"
"2004-04";"VVP";"0.54592287"
"2004-05";"LD2010100";"96.47391726"
"2004-05";"VVP";"0.93996409"
"2004-06";"LD2010100";"96.64048511"
"2004-06";"VVP";"1.11204012"
"2004-07";"LD2010100";"95.62908116"
"2004-07";"VVP";"0.86231147"
"2004-08";"LD2010100";"95.98343443"
"2004-08";"VVP";"1.00094628"
"2004-09";"LD2010100";"95.98898669"
"2004-09";"VVP";"0.86083677"
"2004-10";"LD2010100";"96.88894882"
"2004-10";"VVP";"1.29277283"
"2004-11";"LD2010100";"96.98185005"
"2004-11";"VVP";"1.51753699"
"2004-12";"LD2010100";"96.82321401"
"2004-12";"VVP";"1.33171046"
"2005-01";"LD2010100";"96.3738774"
"2005-01";"VVP";"1.20474276"
"2005-02";"LD2010100";"96.58575567"
"2005-02";"VVP";"1.4102424"
"2005-03";"LD2010100";"96.82202424"
"2005-03";"VVP";"1.4411985"
"2005-04";"LD2010100";"97.61460959"
"2005-04";"VVP";"1.41606029"
"2005-05";"LD2010100";"97.5176433"
"2005-05";"VVP";"1.08187381"
"2005-06";"LD2010100";"97.29842812"
"2005-06";"VVP";"0.68081509"
"2005-07";"LD2010100";"96.76630332"
"2005-07";"VVP";"1.18920118"
"2005-08";"LD2010100";"96.9056056"
"2005-08";"VVP";"0.96076076"
"2005-09";"LD2010100";"97.32956044"
"2005-09";"VVP";"1.39659121"
"2005-10";"LD2010100";"98.18074198"
"2005-10";"VVP";"1.33327193"
"2005-11";"LD2010100";"97.90471526"
"2005-11";"VVP";"0.95158548"
"2005-12";"LD2010100";"97.79763593"
"2005-12";"VVP";"1.00639287"
"2006-01";"LD2010100";"97.61788146"
"2006-01";"VVP";"1.29081042"
"2006-02";"LD2010100";"97.92206608"
"2006-02";"VVP";"1.38354812"
"2006-03";"LD2010100";"97.81815946"
"2006-03";"VVP";"1.02883124"
"2006-04";"LD2010100";"98.64842088"
"2006-04";"VVP";"1.05907435"
"2006-05";"LD2010100";"98.84572446"
"2006-05";"VVP";"1.36188808"
"2006-06";"LD2010100";"98.81845889"
"2006-06";"VVP";"1.5622357"
"2006-07";"LD2010100";"98.14475143"
"2006-07";"VVP";"1.42451252"
"2006-08";"LD2010100";"98.31270734"
"2006-08";"VVP";"1.45203338"
"2006-09";"LD2010100";"98.10231628"
"2006-09";"VVP";"0.79395801"
"2006-10";"LD2010100";"98.43455966"
"2006-10";"VVP";"0.25852084"
"2006-11";"LD2010100";"98.39192622"
"2006-11";"VVP";"0.49763789"
"2006-12";"LD2010100";"98.40501369"
"2006-12";"VVP";"0.62105567"
"2007-01";"LD2010100";"97.71762387"
"2007-01";"VVP";"0.10217638"
"2007-02";"LD2010100";"97.91086241"
"2007-02";"VVP";"-0.01144142"
"2007-03";"LD2010100";"97.987206"
"2007-03";"VVP";"0.17281713"
"2007-04";"LD2010100";"99.09627027"
"2007-04";"VVP";"0.45398536"
"2007-05";"LD2010100";"99.32797804"
"2007-05";"VVP";"0.48788512"
"2007-06";"LD2010100";"99.44170026"
"2007-06";"VVP";"0.63069327"
"2007-07";"LD2010100";"98.85177246"
"2007-07";"VVP";"0.72038598"
"2007-08";"LD2010100";"98.74122296"
"2007-08";"VVP";"0.43587003"
"2007-09";"LD2010100";"98.83521482"
"2007-09";"VVP";"0.74707567"
